mz_rt,b1,b3,FC_post_div_pre,p,log2_FC_post_div_pre,neglog10p,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
567.4621_4.643,6334.534285896629,3912.5115660804213,0.6176478632046145,0.00135,-0.6951435396059225,2.869666231504994,567.4621,4.643,4465.4155,567.4621_4.643,567.4621_4.643,1
575.4672_5.354,3952.569130009508,2831.0180772371477,0.7162475807805384,4.7e-4,-0.4814697338999341,3.3279021420642825,575.4672,5.354,3552.854,575.4672_5.354,575.4672_5.354,1
575.467_4.662,3500.5656021280824,2268.9400896858597,0.6481638533802976,1.94e-4,-0.6255695278000528,3.712198270069774,575.467,4.662,3037.523,575.467_4.662,575.467_4.662,1
577.3738_4.918,4816.296847854987,14983.958540832171,3.1110953112255757,9.37e-8,1.6374225938199523,7.028260409112222,577.3738,4.918,11294.565,577.3738_4.918,577.3738_4.918,1
579.3893_5.557,5182.155605690567,16764.189114101664,3.2349837383680202,7.14e-7,1.6937584600895665,6.146301788223826,579.3893,5.557,10819.189,579.3893_5.557,579.3893_5.557,1
591.3894_5.174,11703.998590111958,19040.462291553693,1.6268339529398008,2.05e-4,0.7020670060840086,3.688246138944246,591.3894,5.174,15443.811,591.3894_5.174,591.3894_5.174,1
591.462_4.314,7191.586638452031,4493.634637016754,0.6248460684586838,0.0358,-0.6784272709101073,1.4461169733561257,591.462,4.314,5867.574,591.462_4.314,591.462_4.314,1
591.462_4.651,5913.754239247994,4097.353228235627,0.6928514548410886,0.00146,-0.5293820186225123,2.835647144215563,591.462,4.651,6086.664,591.462_4.651,591.462_4.651,1
593.4778_4.664,36427.95640024689,21536.624029555576,0.5912114254482201,2.69e-4,-0.7582539443508444,3.570247719997592,593.4778,4.664,28170.127,593.4778_4.664,593.4778_4.664,1
594.3768_3.858,12344.840389732033,10684.574500480197,0.8655093272301211,0.0256,-0.20837872789379158,1.5917600346881504,594.3768,3.858,9366.142,594.3768_3.858,594.3768_3.858,1
595.4933_4.953,33862.261654122354,21931.80827847364,0.6476770070023863,3.18e-8,-0.6266535666039018,7.497572880015567,595.4933,4.953,21889.58,Cluster_595.4933_4.953,595.4933_4.953;617.4753_4.956,2
624.3379_0.689,5831.044674879225,10097.958309033716,1.7317580077094625,0.0149,0.7922373449208243,1.826813731587726,624.3379,0.689,5379.354,624.3379_0.689,624.3379_0.689,1
640.5796_10.729,4829.153933265373,5699.006722193725,1.1801252975053078,0.023,0.23894004305572666,1.6382721639824072,640.5796,10.729,4977.602,640.5796_10.729,640.5796_10.729,1
656.575_10.694,155132.97509079997,132815.43339089036,0.8561392786617606,0.0121,-0.22408257829677453,1.91721462968355,656.575,10.694,141572.64,Cluster_656.575_10.694,656.575_10.694;658.5736_10.694;666.6032_10.695,3
664.5877_10.541,15974.884912159525,13521.585557310324,0.8464277290046807,0.0114,-0.2405412039166855,1.9430951486635273,664.5877,10.541,15134.501,664.5877_10.541,664.5877_10.541,1
