row ID,row m/z,row retention time,5101-b1-control_c18neg_82.mzML Peak height,5105-b3-lyc_c18neg_21.mzML Peak height,5112-b1-beta_c18neg_34.mzML Peak height,5107-b1-beta_c18neg_29.mzML Peak height,5105-b1-lyc_c18neg_76.mzML Peak height,5102-b1-control_c18neg_5.mzML Peak height,5101-b3-control_c18neg_66.mzML Peak height,5103-b1-lyc_c18neg_35.mzML Peak height,5104-b3-lyc_c18neg_32.mzML Peak height,5109-b3-beta_c18neg_81.mzML Peak height,5104-b1-lyc_c18neg_10.mzML Peak height,5108-b1-control_c18neg_71.mzML Peak height,5113-b3-beta_c18neg_47.mzML Peak height,5111-b1-control_c18neg_4.mzML Peak height,5109-b1-beta_c18neg_65.mzML Peak height,5111-b3-control_c18neg_39.mzML Peak height,5110-b1-lyc_c18neg_59.mzML Peak height,5102-b3-control_c18neg_33.mzML Peak height,5108-b3-control_c18neg_22.mzML Peak height,5103-b3-lyc_c18neg_63.mzML Peak height,5107-b3-beta_c18neg_28.mzML Peak height,5112-b3-beta_c18neg_56.mzML Peak height,5113-b1-beta_c18neg_53.mzML Peak height,5110-b3-lyc_c18neg_84.mzML Peak height,5114-b1-beta_c18neg_26.mzML Peak height,5114-b3-beta_c18neg_23.mzML Peak height,5122-b3-lyc_c18neg_75.mzML Peak height,5124-b3-control_c18neg_68.mzML Peak height,5117-b3-lyc_c18neg_2.mzML Peak height,5120-b1-beta_c18neg_72.mzML Peak height,5115-b1-lyc_c18neg_36.mzML Peak height,5125-b3-control_c18neg_51.mzML Peak height,5116-b3-control_c18neg_20.mzML Peak height,5126-b3-beta_c18neg_24.mzML Peak height,5118-b3-lyc_c18neg_9.mzML Peak height,5117-b1-lyc_c18neg_46.mzML Peak height,5123-b3-control_c18neg_40.mzML Peak height,5115-b3-lyc_c18neg_70.mzML Peak height,5122-b1-lyc_c18neg_14.mzML Peak height,5125-b1-control_c18neg_80.mzML Peak height,5123-b1-control_c18neg_11.mzML Peak height,5116-b1-control_c18neg_6.mzML Peak height,5120-b3-beta_c18neg_54.mzML Peak height,5121-b1-beta_c18neg_69.mzML Peak height,5121-b3-beta_c18neg_48.mzML Peak height,5118-b1-lyc_c18neg_57.mzML Peak height,5124-b1-control_c18neg_45.mzML Peak height,5119-b3-control_c18neg_58.mzML Peak height,5119-b1-control_c18neg_74.mzML Peak height,5127-b1-control_c18neg_30.mzML Peak height,PB2_c18neg_3.mzML Peak height,PB3_c18neg_4.mzML Peak height,PB1_c18neg_2.mzML Peak height,5131-b1-beta_c18neg_38.mzML Peak height,5135-b1-lyc_c18neg_12.mzML Peak height,5129-b3-lyc_c18neg_16.mzML Peak height,5131-b3-beta_c18neg_3.mzML Peak height,5134-b3-beta_c18neg_64.mzML Peak height,5133-b3-control_c18neg_15.mzML Peak height,5127-b3-control_c18neg_83.mzML Peak height,5126-b1-beta_c18neg_62.mzML Peak height,5136-b1-beta_c18neg_44.mzML Peak height,5133-b1-control_c18neg_27.mzML Peak height,5134-b1-beta_c18neg_42.mzML Peak height,5135-b3-lyc_c18neg_18.mzML Peak height,5128-b1-lyc_c18neg_8.mzML Peak height,5128-b3-lyc_c18neg_60.mzML Peak height,5136-b3-beta_c18neg_77.mzML Peak height,5132-b1-beta_c18neg_41.mzML Peak height,5132-b3-beta_c18neg_52.mzML Peak height,5129-b1-lyc_c18neg_78.mzML Peak height,5130-b3-lyc_c18neg_50.mzML Peak height,5130-b1-lyc_c18neg_17.mzML Peak height,QC2_c18neg_7.mzML Peak height,QC1_c18neg_1.mzML Peak height,QC3_c18neg_13.mzML Peak height,QC4_c18neg_19.mzML Peak height,QC5_c18neg_25.mzML Peak height,QC7_c18neg_37.mzML Peak height,QC8_c18neg_43.mzML Peak height,QC6_c18neg_31.mzML Peak height,QC14_c18neg_79.mzML Peak height,QC13_c18neg_73.mzML Peak height,QC12_c18neg_67.mzML Peak height,QC10_c18neg_55.mzML Peak height,QC15_c18neg_85.mzML Peak height,QC11_c18neg_61.mzML Peak height,QC9_c18neg_49.mzML Peak height,
24,955.9718760000279,0.2873805,16225.593,70863.31,61402.996,57441.508,22756.654,57820.188,18121.133,67114.16,43435.684,18192.463,68400.06,18902.936,60690.785,65890.22,17451.564,65668.86,60146.863,47341.82,67475.62,20584.43,69688.6,18194.268,16512.99,17677.465,57368.16,59915.69,18967.092,16758.291,72860.664,21969.93,73921.484,19156.229,79996.04,52896.133,72544.36,51923.156,84791.99,18700.992,62936.86,18844.453,63881.51,50829.703,19557.502,18619.732,17162.76,17275.545,17093.559,17533.121,20642.086,62682.18,94245.164,85686.0,83562.82,82916.93,62621.33,64427.254,66250.234,19794.28,75586.42,19130.994,19078.287,66895.04,58126.965,16143.393,60674.535,57702.195,18034.088,17794.838,90158.09,14985.385,17102.3,45915.965,55463.586,70065.44,75022.305,56961.48,48758.953,81029.63,61705.26,74812.8,59642.695,20375.004,58226.562,21426.512,67933.19,20020.02,20677.531,16029.737,
26,966.0007249948899,0.31989276,74391.734,112587.75,104645.65,113477.125,73799.82,118656.28,70575.46,128157.19,108791.77,70575.74,121813.484,69316.38,125322.81,116608.54,68735.984,130618.13,121192.53,119042.84,107142.695,67295.21,139014.3,71127.36,66499.04,78790.01,127232.836,110745.92,71155.48,68167.42,112302.234,68130.92,112537.1,68088.77,139875.81,117461.08,123625.83,121544.78,143078.38,69392.91,114775.2,70923.37,110258.43,122451.4,70965.04,72362.41,65755.01,70596.85,68069.414,67818.62,76688.86,114268.53,169689.4,150010.62,203965.61,144471.92,105049.51,124117.984,132305.16,69279.914,147365.12,75045.56,69896.74,124163.02,115130.445,68773.74,133081.84,123189.92,64768.742,71414.34,143710.73,68151.555,72580.67,112128.336,102337.375,118471.14,143725.73,118626.57,123396.09,138570.94,117893.805,116063.42,111982.945,71541.49,111276.94,72427.484,140431.19,71382.49,70205.21,66804.14,
62,272.9587360674633,0.48521292,11986.549,15548.435,14778.134,13083.337,14823.593,15759.508,13294.218,13628.387,12694.461,12345.704,17543.045,13418.648,17799.027,14138.802,14591.013,15881.174,16797.121,15006.536,16697.793,15476.734,13363.283,13626.365,16148.808,15433.718,19604.883,17391.166,16370.707,15122.012,15525.241,13241.002,13576.474,13159.047,16739.807,12756.966,13388.456,11977.3,16483.383,14406.92,15900.843,15830.78,14255.671,12288.973,14170.114,15536.66,15451.048,13670.209,16463.838,15246.635,11332.326,12941.264,0,0,0,15892.1,12148.141,11996.899,16010.865,16781.562,16553.83,11934.572,12215.73,16484.652,15601.46,15846.222,13227.447,12913.44,17148.477,16552.96,14735.817,15873.892,11074.553,13404.112,15970.838,14071.362,15397.675,16052.031,14638.579,13296.145,17367.432,14521.518,13432.765,14769.71,13438.365,16572.137,15925.178,15957.506,15528.053,14347.605,
65,288.93627541873633,0.4853571,21534.898,23408.621,19900.598,21959.299,23220.846,24397.682,20615.312,19188.736,18564.062,22480.361,27104.604,23475.75,25791.104,21821.305,22972.887,25144.562,22491.947,23031.955,22657.836,21062.676,23319.564,19985.53,24774.791,25256.41,24469.795,24271.91,25110.658,26406.547,22642.746,23169.777,21140.695,21454.275,19811.98,21973.31,25569.527,18028.984,21652.805,23864.885,23477.705,25020.697,22570.582,23022.492,23203.465,24197.564,24826.926,24187.129,29190.578,22960.547,22548.148,26773.361,1950.1293,1953.7124,1723.1404,24614.408,23408.521,18589.973,19691.158,21140.635,22755.543,22384.865,19843.035,26279.584,23585.783,22733.807,18897.188,26573.66,22541.06,28274.885,27660.994,21399.459,19727.297,22512.754,24746.37,24551.475,21269.62,23536.586,24429.018,23774.443,23000.213,23697.61,23396.568,23108.945,27454.258,25463.822,26759.652,20929.322,23574.908,23099.54,
81,158.97843088962452,0.49457386,62201.582,62426.676,67317.234,63567.85,71786.0,63027.363,71067.41,56938.902,63341.137,69306.29,69389.055,75691.54,68067.96,64254.91,63978.64,67446.805,67368.37,66355.68,71919.49,66921.445,72136.016,64212.477,72496.85,71001.41,70031.45,72849.94,68737.164,73591.25,64772.613,70052.46,67422.45,63228.715,65347.844,65010.562,70271.51,53273.09,67845.89,66469.516,62716.266,64925.46,77158.95,63052.484,67906.04,71618.21,69519.76,64955.207,74863.25,68909.555,64620.3,68178.16,6116.3613,7598.0674,6484.215,71944.055,60986.676,71234.62,66724.71,68194.34,70262.375,65997.44,64089.387,70268.18,64041.562,67662.43,58136.3,63963.44,69600.17,70601.66,73551.59,70876.11,61311.34,67593.78,69059.48,66480.99,64558.062,64393.69,70247.45,64335.215,61120.62,62116.324,64964.445,69902.98,69580.82,69852.375,72227.71,70670.625,60153.836,72583.914,
95,226.9658018090442,0.4991829,28760.871,32647.113,31099.303,31327.455,35288.848,30827.879,33027.51,26919.209,30674.22,31363.057,30955.477,32221.773,32579.338,28601.457,29048.615,30862.9,31184.299,29117.83,32387.81,29057.0,33179.48,28782.627,32400.164,32612.695,31120.025,32641.555,32798.133,33156.547,31856.967,31491.39,30153.672,34822.03,33275.027,30069.588,31903.014,26366.16,34362.977,35663.348,30657.816,33570.973,30206.533,31558.887,31387.322,36911.78,37381.406,31709.234,36647.54,29355.545,28134.441,30270.906,2201.7642,2473.4944,1890.8877,32896.9,28312.682,31970.873,30114.725,31201.713,32629.957,28291.467,28614.18,32271.785,33054.33,30161.307,27718.004,30007.629,32999.336,32184.928,33374.324,33041.305,29503.69,31556.57,30716.928,29827.781,30454.006,30452.49,34030.945,35709.33,34679.074,30005.684,32501.715,30438.37,30546.943,31389.713,37024.87,31757.496,30821.578,31305.96,
98,294.9531517904535,0.5001916,22338.564,24824.672,23494.637,24306.754,23222.154,22991.842,25810.738,22856.45,25084.441,23631.648,26589.502,22459.027,23667.342,23057.61,21263.473,28391.973,26259.6,23699.338,25660.766,25261.2,22998.9,23497.533,24974.45,26687.332,29816.844,26628.77,26278.941,26376.059,26057.219,25650.326,23155.682,25057.908,26751.273,24662.959,27904.725,22015.994,26193.361,23496.336,24620.613,23910.648,25969.54,24536.344,20642.057,24320.105,28338.822,26668.35,26957.55,23124.143,22739.762,26607.268,1395.7354,1247.2311,1313.1139,24228.533,23714.555,27668.238,22301.89,26151.756,25784.67,25219.072,25576.424,26070.803,26398.947,26715.709,20991.674,25233.406,29407.037,25156.756,23525.23,23743.066,26103.904,22902.271,27467.014,21977.232,25927.994,23959.2,23029.46,26571.201,27216.19,22527.846,25965.979,24556.168,23759.322,27978.947,26371.746,25828.246,24832.264,24777.715,
104,362.9405804944068,0.5006977,34403.13,34776.027,33148.008,32356.902,38659.38,32014.76,37661.316,34611.01,36797.98,37874.32,38859.59,35263.016,34293.777,32602.85,32736.365,33941.613,34598.945,39015.332,35685.402,34897.688,38181.855,35844.297,34441.164,35871.0,40233.824,38210.01,34738.406,37265.664,33618.938,34599.918,35920.816,35517.96,38046.83,37649.805,34428.684,28545.51,38588.0,33976.492,34780.836,35609.688,35771.754,32204.129,35300.176,34817.57,38013.18,36740.668,38469.23,34275.49,32478.73,31679.785,1751.2843,1413.4355,1605.1913,36670.723,34876.3,34761.754,41779.75,34690.164,38524.695,32078.732,31208.86,35104.273,37291.23,35563.465,32396.955,34311.27,34962.207,35000.06,35581.844,36181.8,34008.004,33946.023,36169.875,36659.883,33645.977,37611.74,37264.938,39354.934,35200.883,34738.266,37837.113,37590.824,36114.312,35626.16,36618.184,35225.5,33823.91,36983.156,
116,585.3425760526653,0.49507925,7308.093,14271.039,8857.546,10794.463,8977.0205,14696.403,7717.8784,10025.202,12649.104,8365.0,15525.044,7917.724,11300.472,15379.148,8306.318,11033.924,8694.042,12601.1,13226.751,9025.107,10627.247,10286.405,11155.866,7922.131,11828.538,12037.057,7596.009,8799.846,18201.02,9452.969,10715.99,11481.416,11250.709,12981.125,18116.639,10519.09,11302.226,8677.088,14171.135,7611.4194,13656.835,18636.592,10559.798,8597.864,12823.076,9037.812,9592.25,9802.39,8147.0693,9025.089,41714.477,36169.67,38464.004,9302.664,13933.195,13019.032,16056.238,8579.475,13010.178,7224.0,8995.295,11889.105,11181.192,13517.377,14711.311,13505.154,9481.119,8641.587,10578.461,7394.486,7419.196,12237.907,13746.996,17451.197,19485.662,12800.788,13184.446,12540.337,11755.936,9115.312,13771.107,8043.5967,10331.845,7963.7085,9073.606,7258.651,9666.476,10763.122,
128,520.90994264116,0.51395553,114667.836,90785.94,102681.2,99480.92,89783.836,92157.87,100041.19,93593.555,98775.37,103987.19,85355.29,102072.38,98758.33,87120.09,102054.65,93675.71,93257.17,95373.02,103195.42,91600.4,93678.73,111405.32,94171.63,93033.63,93135.266,91266.82,93112.19,97015.54,100794.414,98741.0,100205.69,102104.57,98960.01,94114.305,97894.664,110877.95,98605.64,98580.68,91879.84,98982.94,101200.35,102169.93,99159.13,96421.266,99334.29,96311.17,96464.73,107586.516,104754.12,91970.836,1851.5957,1767.7245,3951.1472,98489.52,92457.94,101130.69,88505.18,102977.01,93184.3,94119.07,103368.914,91370.64,93063.92,99878.41,95780.38,102088.49,96401.33,99761.0,91774.734,98253.02,112122.14,100813.62,95804.25,94253.99,93083.26,89245.234,94130.08,99815.17,89655.07,99882.695,95553.336,97887.12,95177.63,97764.57,100044.38,104716.14,98156.94,97135.26,
130,588.8973340742151,0.51414394,98069.39,86789.266,108311.07,89407.66,92044.11,83471.47,96408.98,88716.984,91077.266,93775.52,82350.695,96239.89,93337.76,88257.3,96213.02,93344.29,89172.555,86964.72,91907.18,89268.16,94474.65,98022.6,94218.516,89139.54,90318.17,86432.375,89683.55,91002.805,97186.68,95331.31,96735.95,94882.66,91922.93,93675.63,89684.664,98148.52,89894.49,90659.95,84303.555,95572.03,97779.46,87294.71,99839.88,83134.0,91169.92,98807.45,85023.56,97476.945,94952.97,83034.82,2187.0024,1644.0,3889.6318,94717.84,86028.76,102690.67,90502.086,92169.234,91076.08,91550.336,95099.305,91883.234,85759.445,88751.2,90776.07,84426.055,92997.61,95603.52,86185.08,99998.23,97826.71,105694.016,90210.71,90814.59,94081.96,87736.67,86072.69,86133.84,89036.555,88020.91,89565.47,90839.2,88803.58,91822.73,94096.05,93391.766,89296.9,88697.7,
135,452.9225290499622,0.51515424,102553.12,97331.1,107803.67,106021.61,93509.086,99062.63,103004.67,103758.23,103395.23,102303.086,95584.55,104260.17,97480.414,100209.67,107169.8,98417.2,97266.68,96316.31,107180.63,103509.3,97919.086,113994.945,103124.07,99159.17,101983.805,100447.27,95286.08,107373.73,101266.2,102255.28,105162.9,107765.96,103032.88,101849.35,107443.08,106563.34,101412.18,105673.5,98631.695,106860.9,102921.56,104842.08,112993.69,105763.03,99982.67,103028.9,105433.82,116248.25,107207.61,97249.695,2055.388,2776.579,4988.0034,105000.18,96215.73,107859.1,97740.01,107595.95,102020.57,105894.48,108323.414,103189.66,98712.03,100277.17,95798.27,100147.08,108696.57,105605.21,96080.625,101249.43,110770.984,102038.38,98639.45,94741.04,100047.92,101061.72,99456.305,98955.44,102219.68,100516.375,100744.75,99087.44,109585.984,106760.26,106987.36,103471.234,101361.195,94470.58,
136,656.884766821339,0.51521826,59991.996,46441.465,58721.29,52008.38,51079.945,55692.125,60631.598,53036.855,53573.867,56160.89,46399.062,60278.812,53841.055,49688.812,57161.7,49120.96,51160.1,52461.53,58047.812,51736.0,51463.805,66467.375,57144.484,56362.19,61382.156,55150.848,57264.98,53356.582,55353.93,59247.164,53579.1,59800.246,57085.18,57541.38,58015.793,61019.855,57766.723,58740.85,53330.2,59997.527,52693.797,55322.16,59621.504,54037.887,53409.805,60599.91,54961.582,60236.223,58938.23,49651.406,1274.889,1775.8206,2002.1385,52199.434,48889.35,62476.824,51066.336,57516.29,53910.086,49544.92,57236.875,55396.89,56097.547,53819.89,52083.418,53487.766,58800.246,62128.56,49064.34,53944.355,64312.145,59550.43,51374.11,53789.97,54809.902,59151.008,55140.4,54042.207,54412.055,51758.51,56023.836,56127.434,64565.734,57892.555,55468.387,56054.848,55875.29,51097.055,
137,724.8721500964044,0.5152998,46757.65,38150.332,40309.773,39933.254,42313.473,36011.855,40290.78,41752.008,42580.58,46283.01,37841.793,41952.03,45044.844,37881.168,41416.25,41546.754,42896.65,39898.68,41478.656,43070.02,44347.97,41946.754,42828.176,37489.715,40208.082,41101.816,44712.41,41485.973,44756.836,43869.14,38919.555,43903.016,47557.367,43983.73,43195.105,48860.664,42332.082,43721.715,37719.023,42159.63,45324.645,39665.215,47250.08,37786.098,40081.117,43748.613,40455.95,45925.668,43334.26,34785.086,0,0,1589.8981,40501.72,36968.887,44228.035,36503.945,47006.293,42709.496,44003.473,42958.723,42646.98,39243.934,40223.617,39009.23,38867.047,39758.367,41171.574,39576.77,40731.688,49062.426,46909.91,42196.668,43663.723,35929.57,41797.19,38078.793,38971.85,40308.36,39834.855,42173.055,40870.73,43001.156,41711.25,43033.184,39153.38,39926.234,39477.473,
138,792.859584176637,0.51527816,28809.443,25358.299,30316.486,27278.314,26578.654,24019.287,29527.857,25570.934,29459.633,33288.22,24695.955,29530.06,28609.934,27253.455,29928.066,24056.637,25770.3,28661.564,28398.219,24002.926,30086.877,35148.41,28766.373,28317.656,28528.312,28626.148,29666.402,30125.531,27876.617,35165.953,31078.135,29701.605,29306.44,32419.85,31526.723,33804.453,28578.041,32019.768,24944.75,30812.203,27423.154,30490.28,31642.209,24116.836,27226.441,27627.818,28515.791,31437.164,30722.586,25262.29,0,0,0,30672.895,27640.596,35391.598,28863.121,31540.145,30412.203,25581.756,30298.775,27842.729,24058.686,28747.26,28746.783,31692.547,29846.713,28534.459,26965.031,29481.799,36430.242,32351.104,28296.877,27420.88,27574.158,29924.916,27592.84,26426.693,26398.887,27602.088,29765.012,29387.336,37536.387,28408.693,27807.287,29659.852,30941.875,30429.309,
142,384.9350966716136,0.5161019,97462.69,91077.46,89378.66,86005.4,89231.77,87029.94,97527.96,92225.914,91356.85,88725.48,81248.72,83929.305,89910.32,93133.3,90745.586,88454.805,98273.91,87804.58,83987.57,95281.945,85812.766,95931.09,90841.055,90959.97,82331.92,88295.18,90299.68,97876.68,89684.75,92079.05,93331.445,92640.0,94811.23,89573.6,89364.266,98482.81,89509.56,89323.33,92979.28,96762.74,88147.38,90862.055,95224.19,87364.33,90264.266,92523.78,91146.35,94484.734,96314.32,85156.195,2696.427,3144.5603,5321.471,92380.484,90734.45,95645.945,86373.6,94111.98,89421.95,90251.61,98103.62,88564.98,87995.55,90939.625,85401.45,89207.72,92282.875,96778.42,81202.305,95431.44,96655.55,96452.86,86424.08,94340.266,91844.21,86043.65,88304.25,88594.64,89810.65,94951.84,87744.914,91985.02,92170.08,92194.76,92404.234,92511.23,95591.65,91080.29,
152,316.9477203785357,0.51774293,129814.34,121665.34,132814.39,129324.625,125772.17,125310.22,141062.88,124771.92,129512.38,141595.77,120962.63,128498.34,131261.39,126598.914,133856.56,131736.3,124704.17,123942.87,128444.02,130426.51,123018.984,135657.19,133196.1,128378.65,126764.81,129675.055,128537.664,133956.75,134150.0,134216.48,125920.62,133004.38,130864.63,121491.36,130052.12,135076.31,132888.25,130840.48,126065.336,125275.73,125602.02,133011.11,132033.78,122822.2,127049.836,135029.08,127435.5,133299.75,135376.7,124780.0,4612.4204,4772.269,7278.9785,124622.664,122253.01,126876.78,129557.94,132512.72,124233.97,133679.28,133838.86,131507.48,125508.08,126346.46,129068.08,122701.664,138694.48,136362.2,122612.055,130621.34,133466.72,135136.05,130258.04,126027.12,118372.0,134356.69,126390.46,125059.82,131883.75,135466.36,126299.56,128886.98,132581.6,129180.46,135773.67,128570.8,128214.836,128701.85,
155,604.8711872840253,0.51795685,43247.652,44205.82,42666.914,39641.285,45535.297,44811.3,39618.76,43899.023,45582.816,41330.125,41095.777,39903.31,43206.562,45662.637,41486.78,40184.47,42622.867,41860.895,41342.035,44032.7,39532.234,41419.066,38195.0,41060.875,42492.645,39556.902,40638.445,47573.605,38360.445,44145.184,35782.633,44556.777,41924.598,41581.53,39135.2,38358.285,39159.023,41814.363,42083.67,40309.758,43157.027,40872.0,40051.07,40421.23,38977.92,44111.824,40699.723,41973.34,42647.434,43987.918,0,0,0,41346.19,43540.516,42201.02,43047.383,38630.707,41029.52,44816.215,40984.582,44205.516,45310.33,42840.934,43894.312,41348.152,40109.023,39281.902,42966.44,40559.312,39479.082,41705.906,41368.63,40825.68,40935.676,43027.285,42984.18,42062.094,40446.29,39781.76,41105.207,38895.24,42377.82,41055.7,43138.754,43304.586,42519.176,41001.8,
163,248.96035714162147,0.5196378,139909.16,136953.81,135890.33,144829.98,137800.03,133412.22,143693.16,130091.984,136880.66,139942.47,133855.06,137693.55,136786.94,132813.89,142004.83,136203.88,136843.08,134277.95,134805.78,138823.78,133510.75,144816.03,136526.53,151473.27,138900.48,131049.27,144297.48,136325.33,133425.25,136981.73,137001.22,141124.69,134114.44,137840.3,130312.67,144016.14,133844.72,140379.12,138171.98,143318.47,135622.8,132564.39,140796.02,132632.81,138870.4,133813.05,136671.44,140178.88,136572.0,131700.42,4830.61,6942.9375,9457.531,137924.31,137930.38,132539.02,133395.27,140433.0,133068.9,138432.22,136505.45,137606.02,130370.734,137357.64,138397.98,129092.71,138658.12,137776.03,134389.6,137853.17,139923.33,143805.36,139091.42,137214.08,130493.53,137109.53,133346.33,141835.31,136526.52,135633.69,134926.9,132955.61,133894.9,137090.97,134074.64,141322.3,136781.48,134772.33,
169,112.98558699990821,0.52146935,274405.0,293617.6,278386.1,284811.4,276597.0,284990.25,285807.0,280443.28,286415.06,278588.5,286206.9,267894.78,285704.16,282099.8,269876.88,271221.75,280067.12,284216.06,285181.2,282106.84,281285.34,269377.3,276867.03,277248.72,273719.94,278498.06,272928.47,274911.8,269432.94,264527.97,282132.84,286363.28,289614.16,284374.94,278278.9,292417.6,268869.2,297562.72,282751.6,280371.8,285242.2,276552.06,285743.44,273802.28,281797.6,283843.22,272454.53,283537.88,285133.44,275455.75,33074.652,30558.426,44262.977,274986.06,276874.6,286267.3,267336.6,290135.9,278383.56,269158.0,285525.56,277840.6,286753.34,276497.84,280292.5,268105.88,275920.16,284983.66,275526.72,282578.0,271907.03,284380.84,284989.62,270912.28,260417.98,288336.78,273669.72,280248.7,276645.4,279079.53,284490.4,272070.0,280000.66,281037.47,280603.12,280794.7,280484.62,273378.22,
265,387.11416836284644,0.56287336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006.00555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13924.744,19129.768,29406.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.6014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
274,215.0327513606808,0.58807045,423488.8,449320.2,484705.72,441495.75,387767.88,440615.25,420942.75,455714.22,436726.88,422947.44,385143.66,418726.97,411280.25,424297.6,403528.66,429121.12,397036.4,451318.44,442931.78,434083.3,463397.1,409577.72,409996.66,373749.5,455796.34,475823.84,411624.88,451700.88,437038.03,421183.34,432646.53,443902.12,487177.56,455500.22,475404.7,446429.1,444795.97,404903.1,447498.8,413495.56,454603.16,474219.38,415419.9,409679.53,447296.56,437906.16,444916.53,383029.9,374925.72,429548.1,2840.072,5894.8335,9002.757,464667.84,410283.62,438601.88,490046.38,410902.22,465548.03,406698.6,385031.53,426353.3,476104.53,450620.9,418803.75,477706.53,414289.6,409207.66,454818.94,406741.8,398421.62,420534.78,420860.66,453162.16,445470.03,439922.8,454409.3,421638.34,440280.66,456111.5,446117.6,399636.12,416927.16,430636.2,414278.22,395104.56,434229.8,439984.5,
277,217.02969257580347,0.5887496,147959.53,156150.64,153114.69,151394.22,137926.73,155145.12,151280.45,158988.67,152682.34,144954.2,139397.5,147939.92,151612.48,145426.84,142303.92,140574.94,141553.03,149849.88,149021.64,152424.48,153084.03,143440.22,153983.02,134096.33,163928.48,168530.53,145369.14,157556.69,152578.05,148644.12,145505.47,165350.75,171533.52,162277.08,161824.75,151194.78,166361.47,140533.3,156472.36,154861.81,159619.33,164385.56,145914.53,141043.9,162428.84,155691.8,152721.53,140859.17,131339.95,141503.17,0,1957.1713,3206.7395,164044.92,144725.61,156454.36,170599.11,145675.34,164846.42,144681.8,147965.1,144377.89,164228.39,161139.72,147640.83,172956.3,149440.4,140281.11,156887.72,144001.89,151720.12,130881.24,147333.11,172674.88,155023.11,149746.98,158224.06,147557.72,154423.55,165631.53,159621.88,139767.27,145682.83,148744.64,154267.69,140733.94,156957.73,151688.55,
299,151.0260954675218,0.6119598,1008.0625,1461.9796,1294.546,0,1906.0491,1347.1837,1043.6016,1099.4991,0,1597.4065,1050.6926,0,1391.6825,0,1484.0409,1098.8844,1237.5334,1486.041,1522.3097,0,0,1486.6534,0,1255.7211,0,1671.7153,1010.3459,1080.6967,0,1546.6008,1080.7975,1153.3441,1646.9677,1029.6008,1005.36365,1336.0804,1219.0865,1292.0005,1045.0637,1086.3832,0,1223.1528,1362.923,1318.493,1181.3052,1279.0,1129.341,1265.8,0,1120.961,0,0,0,1094.4911,1303.7037,1714.915,2168.7603,1492.825,2042.6129,1468.5828,0,1170.6747,0,94417.11,1426.0123,1208.3131,1079.9109,1368.0911,1007.0189,1293.3038,0,0,1631.0227,2709.1323,2780.5696,2776.7742,2036.5903,2254.8784,2847.565,2926.249,2400.9314,2302.1765,3731.5034,3455.6885,2899.52,2461.733,2155.4773,3130.0305,
301,335.04709889996946,0.5994603,89597.61,80359.61,77941.695,83551.95,95003.48,77795.555,87253.94,87990.44,86898.52,94113.25,81136.805,85685.82,85171.1,77660.2,91753.8,90967.77,86728.52,88554.03,83336.63,84329.055,82488.47,87305.27,86370.24,88495.01,78446.3,72560.33,89067.39,83937.34,82588.2,88887.3,84002.695,88547.6,79728.586,80377.29,85229.22,81589.35,88108.234,84731.21,73053.73,92846.23,82759.41,85505.25,94388.766,96417.12,84779.34,91187.734,91061.516,89703.68,86782.42,75441.375,0,0,0,79549.62,85169.805,80893.88,84769.945,92955.06,76806.484,89996.1,91601.19,83990.305,74139.5,84789.59,78996.29,77924.77,87378.664,88654.984,88356.695,82291.39,91063.734,89780.74,80558.86,82144.56,87167.87,75106.42,78185.23,83310.11,78106.195,89527.87,83333.61,90897.09,90685.03,84389.16,91437.87,87313.54,84994.7,92150.58,
305,649.1191856724031,0.6010296,17832.484,18223.254,17482.682,19125.664,18653.75,20896.174,19323.201,19572.332,16561.89,21554.02,18616.723,19373.965,20685.576,17543.22,18356.846,17241.016,23717.438,17778.516,15431.339,20378.666,18781.408,18481.441,18797.033,21175.285,17066.682,17430.863,19087.18,17397.371,15897.887,18822.404,19232.977,18372.736,19169.805,16862.193,16379.735,17295.908,21139.03,20998.15,16200.052,20152.848,16694.842,14079.648,19718.307,19493.31,17399.64,18068.836,19361.588,18488.77,18954.629,18116.576,0,0,0,18409.916,19062.463,19672.02,20005.34,18851.525,17646.688,23968.27,17108.193,19579.615,17241.219,19725.27,20388.879,16375.366,18681.023,18354.15,19975.352,17445.666,20087.617,17939.373,18678.54,21793.725,18756.857,16547.389,18991.312,17580.055,18621.172,19277.537,17334.89,19839.691,19757.621,17603.98,17872.562,17435.332,19605.326,18880.297,
