row ID,row m/z,row retention time,5101-b1-control_c18neg_82.mzML Peak height,5105-b3-lyc_c18neg_21.mzML Peak height,5112-b1-beta_c18neg_34.mzML Peak height,5107-b1-beta_c18neg_29.mzML Peak height,5105-b1-lyc_c18neg_76.mzML Peak height,5102-b1-control_c18neg_5.mzML Peak height,5101-b3-control_c18neg_66.mzML Peak height,5103-b1-lyc_c18neg_35.mzML Peak height,5104-b3-lyc_c18neg_32.mzML Peak height,5109-b3-beta_c18neg_81.mzML Peak height,5104-b1-lyc_c18neg_10.mzML Peak height,5108-b1-control_c18neg_71.mzML Peak height,5113-b3-beta_c18neg_47.mzML Peak height,5111-b1-control_c18neg_4.mzML Peak height,5109-b1-beta_c18neg_65.mzML Peak height,5111-b3-control_c18neg_39.mzML Peak height,5110-b1-lyc_c18neg_59.mzML Peak height,5102-b3-control_c18neg_33.mzML Peak height,5108-b3-control_c18neg_22.mzML Peak height,5103-b3-lyc_c18neg_63.mzML Peak height,5107-b3-beta_c18neg_28.mzML Peak height,5112-b3-beta_c18neg_56.mzML Peak height,5113-b1-beta_c18neg_53.mzML Peak height,5110-b3-lyc_c18neg_84.mzML Peak height,5114-b1-beta_c18neg_26.mzML Peak height,5114-b3-beta_c18neg_23.mzML Peak height,5122-b3-lyc_c18neg_75.mzML Peak height,5124-b3-control_c18neg_68.mzML Peak height,5117-b3-lyc_c18neg_2.mzML Peak height,5120-b1-beta_c18neg_72.mzML Peak height,5115-b1-lyc_c18neg_36.mzML Peak height,5125-b3-control_c18neg_51.mzML Peak height,5116-b3-control_c18neg_20.mzML Peak height,5126-b3-beta_c18neg_24.mzML Peak height,5118-b3-lyc_c18neg_9.mzML Peak height,5117-b1-lyc_c18neg_46.mzML Peak height,5123-b3-control_c18neg_40.mzML Peak height,5115-b3-lyc_c18neg_70.mzML Peak height,5122-b1-lyc_c18neg_14.mzML Peak height,5125-b1-control_c18neg_80.mzML Peak height,5123-b1-control_c18neg_11.mzML Peak height,5116-b1-control_c18neg_6.mzML Peak height,5120-b3-beta_c18neg_54.mzML Peak height,5121-b1-beta_c18neg_69.mzML Peak height,5121-b3-beta_c18neg_48.mzML Peak height,5118-b1-lyc_c18neg_57.mzML Peak height,5124-b1-control_c18neg_45.mzML Peak height,5119-b3-control_c18neg_58.mzML Peak height,5119-b1-control_c18neg_74.mzML Peak height,5127-b1-control_c18neg_30.mzML Peak height,PB2_c18neg_3.mzML Peak height,PB3_c18neg_4.mzML Peak height,PB1_c18neg_2.mzML Peak height,5131-b1-beta_c18neg_38.mzML Peak height,5135-b1-lyc_c18neg_12.mzML Peak height,5129-b3-lyc_c18neg_16.mzML Peak height,5131-b3-beta_c18neg_3.mzML Peak height,5134-b3-beta_c18neg_64.mzML Peak height,5133-b3-control_c18neg_15.mzML Peak height,5127-b3-control_c18neg_83.mzML Peak height,5126-b1-beta_c18neg_62.mzML Peak height,5136-b1-beta_c18neg_44.mzML Peak height,5133-b1-control_c18neg_27.mzML Peak height,5134-b1-beta_c18neg_42.mzML Peak height,5135-b3-lyc_c18neg_18.mzML Peak height,5128-b1-lyc_c18neg_8.mzML Peak height,5128-b3-lyc_c18neg_60.mzML Peak height,5136-b3-beta_c18neg_77.mzML Peak height,5132-b1-beta_c18neg_41.mzML Peak height,5132-b3-beta_c18neg_52.mzML Peak height,5129-b1-lyc_c18neg_78.mzML Peak height,5130-b3-lyc_c18neg_50.mzML Peak height,5130-b1-lyc_c18neg_17.mzML Peak height,QC2_c18neg_7.mzML Peak height,QC1_c18neg_1.mzML Peak height,QC3_c18neg_13.mzML Peak height,QC4_c18neg_19.mzML Peak height,QC5_c18neg_25.mzML Peak height,QC7_c18neg_37.mzML Peak height,QC8_c18neg_43.mzML Peak height,QC6_c18neg_31.mzML Peak height,QC14_c18neg_79.mzML Peak height,QC13_c18neg_73.mzML Peak height,QC12_c18neg_67.mzML Peak height,QC10_c18neg_55.mzML Peak height,QC15_c18neg_85.mzML Peak height,QC11_c18neg_61.mzML Peak height,QC9_c18neg_49.mzML Peak height,
2278,720.4962170149556,7.1780763,5568.1133,3991.2134,4491.4663,26004.111,7425.887,5386.124,7771.1724,4260.691,3793.2632,4417.765,4750.1523,5369.3086,4482.0356,6298.5615,4124.2075,4440.456,6539.909,6238.9316,4687.0986,4548.2354,7958.023,5782.492,3658.1233,6806.487,10520.868,9384.981,4534.828,4318.0127,5238.706,4668.173,4646.235,5865.815,4241.385,5706.961,5405.3457,10140.381,5255.2295,5330.8984,14412.26,11144.257,13704.774,7159.3916,3813.7937,3851.3928,8818.446,4678.9326,5289.109,6661.8584,11815.706,5435.995,0,0,0,5980.947,9762.256,5055.0,5183.362,4531.529,4624.013,8471.328,6327.9697,3918.426,8932.399,14749.591,7793.6455,3806.588,4326.716,5359.911,6616.0825,5875.678,6614.7515,5124.397,7649.5503,6633.3613,5829.8877,6208.8965,5784.8477,6323.0835,5890.4043,5869.4395,7507.908,6843.3145,7191.297,6947.8506,6022.572,7027.395,6511.617,7893.523,
2279,830.5815305803723,7.1879444,39760.633,45785.53,69367.945,77735.08,48548.367,57262.46,51514.57,77215.164,52720.273,36193.867,69156.4,36875.73,54947.93,77608.02,41579.418,65477.824,52616.598,56979.438,43986.957,60298.098,71761.65,69233.35,83045.71,59189.98,75388.08,52308.918,71774.19,54099.195,61979.45,89804.9,71410.836,63435.152,56032.477,78796.92,72281.88,63320.363,56459.586,64295.57,57938.89,54059.176,73788.24,61773.316,77351.484,56662.402,47331.11,80593.555,64866.0,64014.55,78563.36,70573.93,0,0,0,59487.863,80341.65,43713.207,50972.07,53138.12,54900.266,48698.254,81425.586,56879.055,82312.79,44045.926,68137.54,52477.16,45165.477,49500.242,70873.5,64961.797,54727.95,49028.38,56858.36,61946.168,64915.58,63523.848,64645.754,61345.492,60915.062,60993.438,56082.133,62092.668,64675.117,61728.58,60559.098,59407.3,65087.465,65502.465,
2283,1613.1541540660392,7.188271,4131.959,5678.0317,11757.819,14538.605,6566.6416,7379.5107,7448.82,12880.044,6644.021,3708.6982,9412.079,4188.039,6901.9365,11946.981,3965.2979,10719.816,7032.1533,7225.0,5104.725,8081.9336,12404.5205,10298.151,12292.434,9030.226,12982.601,7034.643,10104.004,7765.7754,8794.947,18533.74,12249.578,9790.94,10113.972,13511.319,11137.173,9015.542,7164.255,11352.756,8543.128,7303.9414,11545.902,9453.148,13149.703,7048.824,5750.804,13965.626,8690.008,11511.818,12026.877,10781.687,0,0,0,8435.215,13975.936,5782.8374,6670.669,7179.418,9554.143,5375.0005,14155.7705,7192.5625,13305.31,5633.2593,13229.331,7306.27,5647.8657,5455.759,10506.601,9506.605,6852.3413,6204.178,6791.4663,9859.468,8686.392,9438.159,9028.555,9238.717,10123.126,8369.54,9275.942,9275.321,9399.451,9089.693,9592.338,8484.464,9240.438,9560.8545,
2287,942.5548541504838,7.193304,6944.3384,6471.8975,8357.248,8859.104,7215.66,7876.083,6800.7207,10291.296,7153.555,5194.2295,8906.881,5471.3354,7683.241,8797.965,5500.155,8536.63,6904.6943,8185.89,6079.658,8858.665,9441.96,10290.836,9050.447,7742.0625,8714.241,7416.662,8586.636,7025.333,8271.89,11751.616,8951.514,8318.427,8215.321,9765.034,9317.175,7610.3228,7667.011,7953.0,8096.683,7507.1978,8116.961,8181.306,9229.558,7750.3267,6079.1416,10404.564,8197.86,9291.091,9624.379,9191.387,0,0,0,8312.184,10140.22,6862.3643,7678.135,7358.148,7788.7505,7029.8193,10485.263,6685.249,9293.815,6673.9844,8518.387,7543.592,6459.812,7269.2803,9435.843,9493.746,6330.357,6857.0615,7300.7266,7471.3994,7259.497,8182.1113,8217.017,8629.627,7430.69,8206.507,7175.9683,7591.5234,8136.361,7969.1265,7917.1167,9148.107,8245.142,8088.4893,
2288,896.5623994542254,7.190559,34076.445,40435.59,59805.64,57138.492,41326.79,43325.47,42727.863,63019.39,39238.39,31092.945,53278.89,33313.94,42899.684,57412.97,37014.47,50997.117,43521.21,53443.664,33899.746,45320.574,54251.19,45637.758,57560.805,46045.477,52348.41,40788.99,52563.598,44542.242,47874.402,62550.895,53839.965,49678.492,43928.516,58751.24,49733.34,47923.9,46823.562,51897.035,44724.453,45030.938,55790.46,46827.934,55213.28,40505.9,39407.086,61143.168,47548.48,51083.25,56726.1,52362.977,0,0,0,46763.082,59357.387,38455.676,39585.13,44614.48,45891.457,36978.92,58948.242,45718.58,54248.055,35241.137,54057.85,39756.96,40531.85,36072.83,56716.727,51122.234,41783.16,39159.69,41560.863,47879.633,48563.47,48896.71,43201.67,45450.16,47361.574,47996.293,45221.516,47579.12,45743.043,49284.4,49152.586,49162.227,46613.41,47270.71,
2290,958.5324058520268,7.19141,10640.004,11863.323,14670.658,17582.84,11153.884,12017.524,12089.534,17159.67,13591.867,9618.148,14037.972,10087.522,13717.266,15300.055,11022.567,15195.509,13029.576,13962.216,10377.108,14131.499,15073.744,14956.126,16468.74,15286.483,16540.076,12594.143,14050.11,12992.081,13062.959,21445.367,16589.762,14709.1045,12394.255,15662.044,15460.774,13980.495,12466.117,14100.814,13075.959,15268.696,13794.079,11816.896,15828.089,12063.257,11465.593,16109.5,13684.97,14348.238,16926.178,15202.165,0,0,0,13069.728,18456.898,10874.334,11483.386,13350.374,12572.572,11676.694,17315.111,14056.778,15401.68,13143.844,13621.207,10688.246,12159.145,11082.954,16236.778,14483.148,13191.269,12872.62,15120.834,15023.431,14126.934,13552.227,13266.92,13390.867,14409.048,13473.068,12945.764,14276.81,13447.086,14952.536,13434.622,16022.91,13352.24,15786.175,
2293,818.5461711389047,7.191802,34030.332,39238.69,55796.395,58048.11,42693.457,47013.977,41058.02,57961.527,41618.316,32928.758,50114.99,33013.69,42637.53,56764.914,35788.68,52681.637,42532.715,47969.75,36619.01,46643.797,54288.18,46810.55,55259.23,47643.42,55797.02,39929.562,54669.543,44609.46,45761.535,62275.695,53559.867,52114.504,49378.0,52419.46,50720.008,46705.05,42777.168,49858.434,45105.227,43437.633,54052.902,43346.793,57343.25,41731.473,36745.0,59051.9,48564.047,47848.633,56990.9,53317.543,0,0,0,45538.984,63129.156,52433.965,42712.867,39951.062,44431.07,39224.61,58995.14,43068.4,57694.18,36610.285,49756.066,41567.906,39292.324,35651.516,51855.453,50538.805,39637.98,38862.812,51242.906,46113.605,47679.152,46147.57,50252.02,46988.926,48021.566,47842.297,46853.223,48077.7,46326.29,45563.152,53279.74,45779.523,50723.258,48261.35,
2294,1612.1503591148019,7.187226,4982.6816,5895.18,12396.898,13392.522,7178.674,9103.21,7112.678,15898.963,6427.2666,3656.9104,11622.799,3958.9766,7860.625,13303.569,4906.1914,11049.127,7052.193,7953.623,5408.027,8726.652,12444.026,10006.843,10624.977,8053.08,12896.452,7281.813,11916.132,7408.1504,9072.701,17639.26,11533.926,9245.722,8493.574,12304.835,11486.285,9619.489,6467.522,12231.433,8891.547,8740.421,10276.125,8608.822,12518.226,6365.5664,6491.782,15365.7,10272.946,10011.412,11830.302,11397.737,0,0,0,8411.998,13722.054,6477.8525,6877.4487,7140.27,8804.933,6338.3413,15463.214,7579.349,14841.188,5050.0103,12252.253,6533.1455,5121.434,5786.0283,10503.85,10699.716,6878.163,7268.001,6964.558,8297.953,8453.642,10040.351,9813.216,9607.811,8913.17,9519.688,10077.408,8458.002,8483.4,8073.864,8658.1875,9800.691,8147.1895,9049.282,
2296,880.5374661538709,7.1980095,16646.357,18554.43,24717.078,24654.98,20719.299,21103.453,21130.666,26130.371,20446.098,15639.024,23372.023,16838.068,20598.053,23658.576,17785.652,23092.117,21390.809,20620.998,18480.664,22853.24,25270.977,23335.562,25049.344,24143.072,23675.547,18395.318,27113.904,20228.18,21033.736,29192.182,23532.33,22898.412,20981.223,24436.404,22346.941,21464.686,18921.863,27304.777,21842.033,23239.3,22342.521,22576.416,26887.045,19621.99,18611.578,26849.467,22623.457,26116.135,26840.086,24381.084,0,0,0,22439.703,24895.646,21452.166,18969.531,20385.787,22378.37,19513.578,28425.148,21724.73,25253.016,18927.283,23492.715,21241.137,20106.674,20342.803,25170.764,23858.15,20104.38,19767.535,20431.293,22323.115,20708.75,20862.31,21555.086,22006.492,25418.049,22351.44,23678.004,23309.248,24824.893,22197.17,23040.346,23166.393,22600.486,23535.266,
2298,828.5758512839268,7.1899724,269664.97,330158.38,486813.03,535768.94,331684.47,388487.66,346998.47,532246.8,356952.12,239962.02,460139.53,246803.89,365301.16,503501.62,267813.3,454391.1,361431.84,374441.22,302722.0,390626.94,495376.9,435096.9,485721.44,404056.75,493848.38,353779.25,458080.62,358581.06,410570.16,591634.2,489462.2,434602.5,398752.4,502931.0,491497.28,410561.56,355215.03,438920.44,423891.75,367889.25,471626.62,421081.78,496975.44,349384.4,321191.84,549833.3,437893.88,463792.6,489910.4,478154.53,0,0,0,392361.1,545619.0,308284.4,354057.16,346697.94,404723.38,322121.8,532364.44,382745.75,527874.4,302965.78,491072.38,350474.7,310563.1,311184.16,458324.16,447279.0,349339.44,330815.34,359564.22,421748.94,401349.44,440798.28,417732.25,431105.44,414918.03,420806.7,419350.12,407814.25,390690.8,404771.4,420912.8,403861.62,419162.06,421047.28,
2299,820.5462540734595,7.195984,14294.405,18002.795,21526.84,25408.773,19080.506,19418.926,16722.686,22913.684,19625.312,13989.519,22902.254,14896.864,18575.488,24084.885,18055.863,22100.504,17671.139,22458.725,15134.027,21305.777,22032.537,22680.55,22640.47,20533.47,22268.197,17317.834,21429.688,18360.059,21626.113,27139.332,22288.32,23382.754,19785.205,22521.586,21477.014,21049.316,19061.766,21727.797,19264.332,18848.531,21750.305,20331.953,22756.834,18449.494,16764.582,25104.25,19954.854,23712.412,26629.885,21993.988,0,0,0,19345.906,22943.729,22357.21,19536.125,18470.752,18771.434,17501.361,24266.332,20650.502,22841.47,16541.87,22528.25,16933.04,16543.436,17716.74,19732.184,22324.473,17228.895,16053.181,21810.324,21994.58,19307.912,21364.107,20930.828,20878.197,21635.754,18788.367,21739.889,20900.566,19842.26,20885.13,20651.297,19178.58,19178.805,19960.105,
2300,886.5328072079546,7.2021275,11507.064,13677.099,18575.271,18205.969,14449.735,15656.319,14723.708,16888.076,14848.048,12103.427,17681.838,10557.672,13292.672,16177.113,12850.545,14538.628,15234.987,14728.771,13147.955,14630.284,17636.412,16089.314,18492.39,16070.167,16806.107,14687.878,15042.395,13978.576,14962.533,17301.83,15814.029,14712.824,15614.829,16442.354,16985.684,14518.664,16193.662,15671.656,16179.432,13655.963,18024.527,15333.228,18771.51,15526.859,12655.658,17768.365,15990.639,17555.684,18470.377,16995.389,0,0,0,14073.433,17385.648,15796.132,13782.2,13443.161,16185.555,14330.689,19929.916,14655.8955,18466.805,11961.506,17333.004,12801.046,14350.684,17051.51,16166.773,16559.896,13615.493,13528.784,13926.812,17096.809,16349.78,15365.697,14490.655,15246.712,15269.844,15066.932,15659.253,13776.349,15797.691,14573.127,17378.18,16315.122,16996.484,15045.975,
2301,948.5171668561605,7.1923256,4908.6304,6130.8574,7607.2334,7043.1245,6286.95,6521.484,6501.13,6879.1113,5697.6685,4573.2285,7136.4316,5021.4927,6273.232,7764.4146,5699.476,7227.785,6668.4536,6545.223,5065.0093,6909.25,6072.641,7846.575,7129.8394,6621.4385,6740.1987,6024.2964,7948.244,6029.1353,6004.7466,8851.427,8190.192,6569.8706,5888.7715,6668.3916,7381.4365,6651.107,6280.271,8368.124,6101.465,6762.7007,6932.5024,6658.1934,8541.588,6773.127,5934.647,7913.331,6950.164,7128.9224,8048.4443,6682.3203,0,0,0,6882.042,7186.978,5173.9883,6412.786,5844.4766,7750.284,5960.245,7944.959,6662.0557,7221.416,4574.674,6757.281,6152.721,5914.0283,5600.0513,7361.2812,6996.7163,6519.346,5683.2563,5505.1143,6211.313,6212.005,6621.9536,6363.9067,6574.29,6681.626,6516.3027,6910.1094,7073.0693,6964.414,8346.136,6406.3066,7530.8926,7885.4717,6798.6426,
2306,964.5495001349085,7.200756,8291.848,9700.242,10767.621,11333.179,9635.386,10418.125,9548.1,11499.333,9165.659,7755.155,11340.017,7457.8687,9545.905,12683.847,8099.522,11315.256,8942.967,9046.742,9206.061,10011.515,11356.609,11002.081,11808.274,10990.743,10475.62,8846.042,11870.084,9178.004,11668.941,11253.631,10909.562,10874.125,9658.291,12469.901,10732.125,9409.764,11599.841,10335.905,10911.312,9981.08,10620.4795,11481.448,12392.939,8454.078,8669.197,11751.905,10962.28,11068.607,11393.197,11327.3955,0,0,0,9894.087,11113.967,9398.823,9173.253,10574.883,12103.129,11301.243,12271.757,11483.066,13249.589,8403.299,10319.503,8310.473,8578.616,8195.383,10942.776,10385.574,8704.598,9124.269,12812.496,10274.288,11250.61,10720.952,11295.649,11587.533,11229.41,11956.263,11755.108,10986.862,9559.725,10236.0,11215.2705,9862.503,9891.399,9586.21,
2307,881.5397305579821,7.202259,9636.184,10553.272,12445.144,14205.75,10627.202,9957.75,11199.44,13291.265,9896.325,8731.496,13001.301,9342.632,11349.29,12544.995,9907.377,13953.916,11320.511,14781.785,9634.641,11786.567,12454.699,12899.599,14694.291,12263.002,13033.227,10608.247,13138.061,11455.206,10504.396,17031.406,13457.003,13542.402,11913.11,13420.734,13698.959,12112.589,11581.8545,12500.195,11054.58,12726.264,12365.532,11738.864,15909.579,10674.717,10069.133,15713.534,13046.034,12930.296,15677.866,13763.858,0,0,0,11021.835,13639.034,12129.35,9400.771,11194.058,10707.375,11369.659,16081.059,11606.112,14527.527,9751.0,13164.195,9573.696,10643.732,9750.89,12513.527,11773.422,10563.363,11160.136,14771.4,10654.16,10080.952,13420.532,10514.101,11795.644,12729.948,12169.826,12234.779,12016.052,13698.579,12104.594,12097.746,12159.969,13367.821,11075.491,
2312,1602.121028020339,7.207227,1752.13,2789.509,4017.6274,3887.6667,2670.1975,3489.9385,2194.5063,4428.8936,2994.459,1704.3488,3727.6575,1600.3912,3080.7039,4137.4395,1683.9388,3488.2666,2823.627,4457.6025,2084.5762,2426.128,3906.2246,3904.5278,3699.306,3283.308,3532.6238,2841.6353,3451.4133,2700.3264,2895.1511,5636.273,3622.9365,3575.031,2889.2832,3759.903,3987.132,2615.087,2563.583,3284.6274,3123.81,2558.7993,4345.9097,5142.1123,3743.8083,3095.6252,2280.8503,4956.4126,2736.6619,4248.131,4017.2134,3516.0803,0,0,0,2490.658,4250.114,4928.236,2858.532,3158.2449,3902.146,2207.712,4682.3164,3124.207,5120.684,1826.5952,3903.508,2847.4724,1877.0297,2650.418,3610.0947,3031.3118,2649.9304,2375.7632,4686.1323,3180.3472,3378.6404,3431.9429,3439.3345,2906.9744,2687.6306,3277.403,4057.678,3087.331,3484.5447,3021.1284,3679.125,2409.7673,2786.1658,2904.4016,
2316,788.5223299644687,7.224744,3845.7795,3583.0256,6900.8804,6523.347,5269.148,4553.5146,4225.248,2225.3982,3650.09,4720.164,3495.3838,2837.9807,3068.8257,2812.2314,4312.377,4676.2617,3578.0012,4690.9053,2661.3604,2609.451,9326.277,7315.6006,2636.8054,3703.818,6891.8413,5219.074,10766.424,5060.126,7237.1562,3970.0132,2932.2244,4364.9375,5323.6284,7126.04,9889.857,5559.069,4249.973,3567.1113,11160.591,4568.9585,4977.866,2783.0737,2571.0774,3352.0159,3447.806,12475.304,4051.273,7109.7734,6155.904,6271.8936,0,0,0,2840.1084,4084.3735,3164.166,3200.3242,4465.344,3299.4114,4016.5696,5920.272,3173.3188,4411.8765,6751.983,4971.1787,3873.1484,4505.5093,3625.2224,4928.3022,4461.8794,2979.9773,4772.393,3619.5544,4780.2114,5160.085,4950.255,4928.72,4990.9165,4817.6567,5396.534,4844.3076,5097.9736,4614.277,4873.7314,4825.6304,4726.1523,4705.415,4381.042,
2319,834.5643012371191,7.2419977,16588.365,16280.41,12784.434,35256.527,16102.082,8143.361,22297.0,14729.227,12140.242,9533.935,8759.241,18485.24,11552.014,13849.199,7047.1147,15140.396,21653.87,15534.008,20672.688,16772.537,28751.28,21820.436,7157.703,22016.766,23255.307,21404.23,17887.37,18105.863,24229.479,16999.195,11042.427,23745.982,16158.37,20076.021,20814.953,16814.78,14576.846,15723.136,16953.639,24624.727,13424.124,13336.477,20308.662,11068.787,17446.104,13707.251,14299.271,24402.44,25620.55,12404.125,0,0,0,11773.147,23003.84,21167.725,12623.173,20111.268,14170.055,18155.781,15219.008,11390.939,12913.344,20783.94,22607.066,7292.5806,10435.01,12085.079,15437.387,15165.404,20070.361,10857.116,10911.539,17401.322,15491.136,17906.352,18149.982,18320.82,15458.172,18610.799,18026.73,15992.224,16649.867,16263.043,14996.904,16584.709,17431.252,18279.459,
2321,881.5331850779285,7.2427044,7665.8945,6354.605,5650.2563,7819.1045,7290.1504,6093.375,9170.229,4923.305,6005.6064,4627.5024,7255.672,7377.1543,5943.0684,7105.996,0,10019.131,8241.823,6008.695,6310.1245,6155.5557,8543.415,0,0,7280.0063,6259.284,6109.126,9384.272,9370.436,6255.4946,9768.898,7590.108,7486.02,5945.123,6862.268,7747.6997,8224.472,9258.8,6612.829,6575.344,9456.114,6883.0,6940.25,7437.0723,7370.4985,8890.056,7853.163,9977.478,8719.576,12681.321,7019.531,0,0,0,10205.506,9273.571,7080.833,7896.816,7555.599,7629.882,7567.6616,0,9539.185,8870.503,10766.896,8852.14,5571.112,6675.5137,7845.771,7077.0166,8130.1045,7800.989,6374.185,5680.2803,6979.0415,7209.9976,6404.615,7297.5063,7501.7983,6636.8154,8600.146,6928.12,7781.5366,10483.436,8484.805,6257.191,8436.051,9679.0625,8655.527,
2322,807.5001240069529,7.254156,5144.873,5646.821,3524.5962,3230.5754,4267.971,3576.1545,4735.489,2870.2058,3164.9668,2823.9238,3056.7375,3729.3518,2514.8188,4184.287,2839.7505,4505.5493,3155.0,4130.7783,2254.8167,2379.9177,3766.543,3149.4573,2062.2327,2852.9185,3948.6802,4559.2295,4087.7832,5871.435,6288.7397,4245.44,4292.507,2805.9216,5516.144,4045.461,6621.301,8114.659,4253.239,3175.9673,4401.36,3412.9116,5362.406,11819.47,4230.7617,5411.379,6175.309,5529.6772,8588.417,4648.665,3199.147,6098.0576,0,0,0,8950.694,7729.6406,5717.5684,7761.0615,4369.9697,3230.0059,3313.2607,3752.5688,9896.964,5423.4575,7921.6616,7234.3516,6490.324,4832.044,8477.685,4155.903,6806.2812,7859.804,7511.2993,9238.794,4894.3906,5385.992,7216.735,5992.3696,5353.28,4779.7725,5689.249,5549.238,4498.196,4927.145,4865.0156,5398.322,4652.636,4724.6016,4826.098,
2325,790.5592597948064,7.2522597,25775.37,19743.8,17783.457,17964.14,17636.268,17192.672,23532.436,15330.008,18332.93,13191.289,22489.877,25276.785,17203.934,32294.443,20376.525,25430.031,21435.61,20753.822,19704.166,15404.904,24738.121,21446.584,19317.59,19775.9,18794.533,26579.729,21099.908,24503.557,23755.826,25705.725,30517.691,15154.649,25258.203,18923.305,33128.45,32967.89,19219.611,23895.613,19086.55,16519.697,22366.367,26386.6,26386.81,24495.828,23791.719,28797.947,35999.06,19878.293,11864.534,28241.549,0,0,0,30714.826,48139.312,23027.848,21999.486,18239.135,19996.068,19674.963,23381.842,29737.88,32422.082,24462.559,31119.08,21945.502,13710.79,39358.15,27492.898,38987.047,26233.379,32269.686,38380.598,22857.803,23815.996,25928.11,24314.482,25016.137,26068.309,23143.035,23808.127,23072.836,23582.47,24416.234,22327.447,25135.963,22258.299,24929.723,
2329,864.5746661184575,7.2628484,7477.013,9978.176,7402.1797,17142.871,8908.791,5306.6484,8241.4795,5706.826,8266.293,7124.731,6193.251,12961.34,5863.796,7587.8857,6217.5767,8806.496,13663.433,9519.291,9104.603,8197.954,19621.672,10182.539,3343.4841,14701.349,9779.885,11134.84,15864.346,11823.988,9813.303,8599.025,7102.984,13269.791,6973.633,10680.459,12013.112,5868.375,8358.566,8761.223,15454.99,12341.935,7308.674,4440.8394,10544.85,7719.5957,10016.761,8489.145,10049.656,14567.545,12715.6875,7383.901,0,0,0,6781.7964,10289.289,11667.839,6063.006,11418.618,10124.205,8061.762,10216.061,5579.5625,10482.459,14500.143,9963.661,4521.3516,6271.0625,9907.157,9278.06,9313.588,9314.099,6134.1406,5562.807,8285.825,9766.716,8548.871,9819.89,8675.793,10328.218,9139.125,11060.393,8656.478,9629.204,8481.666,10083.706,11010.004,9895.436,8570.593,
2331,738.5069771656664,7.2689276,39627.312,24793.668,36770.316,23483.025,26513.596,51760.777,42618.477,18123.188,27559.418,31502.229,26926.773,19020.035,22948.223,42893.793,27478.844,42819.184,20418.39,46253.945,18983.955,16827.324,36473.168,31922.209,18569.607,21435.258,30477.746,40880.18,46729.504,36487.45,61821.906,24581.889,31972.781,31001.91,35495.785,46819.266,68063.39,77685.51,28531.562,34074.074,37970.406,36180.652,27008.83,42691.258,20944.307,37219.004,40062.04,69154.83,44904.637,37610.676,31713.084,55913.375,0,0,0,34137.664,45315.242,35327.32,36623.387,36627.848,29023.52,38818.785,41672.9,43234.777,38790.54,61688.62,46262.387,58767.105,52698.777,38949.727,38841.25,48210.27,35617.15,51281.113,53696.137,38564.336,39929.164,37749.54,36693.883,39213.71,37235.38,39814.94,39454.016,36631.14,34857.73,37491.88,37678.77,36233.2,37098.41,40908.86,
2335,806.4941959638141,7.2709537,5332.4136,3430.862,4501.4717,2997.5183,3648.1504,6858.64,5078.1074,2264.3066,2888.8713,4314.161,3267.0972,2939.24,3176.2593,5541.2446,3806.4297,5335.293,2736.218,5557.39,2313.8508,2692.9707,4773.005,4590.009,2808.5095,3816.4966,4110.2427,5418.8193,5570.067,4513.273,7787.832,3551.7961,4263.434,4063.2097,4159.0405,5740.5415,7979.3584,9398.524,3676.0098,3781.4749,6955.323,5123.074,3991.5408,5539.851,2961.1892,4617.3237,5588.7646,8032.7026,5275.777,4885.015,5380.728,5965.7627,0,0,0,4988.599,5794.979,4041.592,5259.993,4283.864,3191.5742,4981.324,5246.5166,5312.44,4041.5833,7943.923,5260.3906,7858.378,6173.0264,5448.68,5940.3003,6006.091,3840.0352,7392.3926,6481.8516,5018.7324,5148.0195,5505.6685,5885.411,4861.6953,5144.5264,4771.303,5001.1016,5227.8984,4570.1685,4474.626,6282.5845,4428.524,4502.1147,5442.4653,
2338,746.5118199898095,7.266771,3596.2605,3921.2703,3028.683,12472.054,5809.5938,3501.6482,4975.4346,3931.8726,3701.7144,4244.7124,3894.1028,3634.5032,4433.4375,4836.524,3288.0217,3438.3413,4614.1294,5287.9604,4375.7734,4521.453,5972.2363,4403.865,4189.136,4519.0127,8236.311,5259.4487,4154.2153,4550.0947,4453.704,3675.0105,4221.6567,4914.8394,3515.2822,4490.896,5067.4697,5846.1445,5004.1294,4873.66,8628.055,7076.125,7168.0757,3725.2974,4385.1807,4273.013,6294.4937,3472.4883,3627.8123,4504.3105,12423.31,6685.533,0,0,0,3746.6223,6973.461,4923.0825,3405.065,4286.4336,3724.1157,5373.1323,4529.863,3107.69,4535.0137,7650.9893,5209.0083,2722.0933,3908.7656,3348.741,5417.7153,5585.0977,3777.3206,4237.9,5689.211,4994.266,4318.8325,4608.3823,5203.4077,4533.9155,5116.183,4389.5845,4530.719,4916.2437,5324.654,4503.373,5035.2397,4498.101,4782.3823,5653.8193,
