row ID,row m/z,row retention time,5109-b1-beta_c18pos_65.mzML Peak height,5101-b1-control_c18pos_82.mzML Peak height,5109-b3-beta_c18pos_81.mzML Peak height,5103-b3-lyc_c18pos_63.mzML Peak height,5108-b1-control_c18pos_71.mzML Peak height,5113-b1-beta_c18pos_53.mzML Peak height,5112-b3-beta_c18pos_56.mzML Peak height,5105-b1-lyc_c18pos_76.mzML Peak height,5110-b3-lyc_c18pos_84.mzML Peak height,5110-b1-lyc_c18pos_59.mzML Peak height,5101-b3-control_c18pos_66.mzML Peak height,5113-b3-beta_c18pos_47.mzML Peak height,5103-b1-lyc_c18pos_35.mzML Peak height,5104-b3-lyc_c18pos_32.mzML Peak height,5112-b1-beta_c18pos_34.mzML Peak height,5107-b3-beta_c18pos_28.mzML Peak height,5107-b1-beta_c18pos_29.mzML Peak height,5102-b3-control_c18pos_33.mzML Peak height,5111-b3-control_c18pos_39.mzML Peak height,5105-b3-lyc_c18pos_21.mzML Peak height,5108-b3-control_c18pos_22.mzML Peak height,5102-b1-control_c18pos_5.mzML Peak height,5111-b1-control_c18pos_4.mzML Peak height,5104-b1-lyc_c18pos_10.mzML Peak height,5115-b3-lyc_c18pos_70.mzML Peak height,5115-b1-lyc_c18pos_36.mzML Peak height,5125-b1-control_c18pos_80.mzML Peak height,5118-b1-lyc_c18pos_57.mzML Peak height,5121-b1-beta_c18pos_69.mzML Peak height,5119-b1-control_c18pos_74.mzML Peak height,5122-b3-lyc_c18pos_75.mzML Peak height,5117-b1-lyc_c18pos_46.mzML Peak height,5114-b3-beta_c18pos_23.mzML Peak height,5124-b3-control_c18pos_68.mzML Peak height,5125-b3-control_c18pos_51.mzML Peak height,5114-b1-beta_c18pos_26.mzML Peak height,5120-b1-beta_c18pos_72.mzML Peak height,5119-b3-control_c18pos_58.mzML Peak height,5121-b3-beta_c18pos_48.mzML Peak height,5116-b3-control_c18pos_20.mzML Peak height,5126-b1-beta_c18pos_62.mzML Peak height,5123-b3-control_c18pos_40.mzML Peak height,5116-b1-control_c18pos_6.mzML Peak height,5124-b1-control_c18pos_45.mzML Peak height,5117-b3-lyc_c18pos_2.mzML Peak height,5122-b1-lyc_c18pos_14.mzML Peak height,5118-b3-lyc_c18pos_9.mzML Peak height,5123-b1-control_c18pos_11.mzML Peak height,5120-b3-beta_c18pos_54.mzML Peak height,5127-b3-control_c18pos_83.mzML Peak height,5129-b1-lyc_c18pos_78.mzML Peak height,5128-b3-lyc_c18pos_60.mzML Peak height,5134-b3-beta_c18pos_64.mzML Peak height,5136-b3-beta_c18pos_77.mzML Peak height,5127-b1-control_c18pos_30.mzML Peak height,PB1_c18pos_2.mzML Peak height,5132-b3-beta_c18pos_52.mzML Peak height,5130-b3-lyc_c18pos_50.mzML Peak height,5131-b1-beta_c18pos_38.mzML Peak height,5126-b3-beta_c18pos_24.mzML Peak height,5129-b3-lyc_c18pos_16.mzML Peak height,5134-b1-beta_c18pos_42.mzML Peak height,5132-b1-beta_c18pos_41.mzML Peak height,5133-b1-control_c18pos_27.mzML Peak height,5136-b1-beta_c18pos_44.mzML Peak height,5130-b1-lyc_c18pos_17.mzML Peak height,5128-b1-lyc_c18pos_8.mzML Peak height,5135-b3-lyc_c18pos_18.mzML Peak height,5133-b3-control_c18pos_15.mzML Peak height,5131-b3-beta_c18pos_3.mzML Peak height,5135-b1-lyc_c18pos_12.mzML Peak height,QC3_c18pos_13.mzML Peak height,QC2_c18pos_7.mzML Peak height,PB3_c18pos_4.mzML Peak height,PB2_c18pos_3.mzML Peak height,QC11_c18pos_61.mzML Peak height,QC14_c18pos_79.mzML Peak height,QC9_c18pos_49.mzML Peak height,QC10_c18pos_55.mzML Peak height,QC6_c18pos_31.mzML Peak height,QC8_c18pos_43.mzML Peak height,QC5_c18pos_25.mzML Peak height,QC15_c18pos_85.mzML Peak height,QC13_c18pos_73.mzML Peak height,QC7_c18pos_37.mzML Peak height,QC12_c18pos_67.mzML Peak height,QC4_c18pos_19.mzML Peak height,QC1_c18pos_1.mzML Peak height,
1793,602.3685878471036,2.6190434,63101.07,51111.5,55262.863,62857.613,58181.18,80350.555,77390.02,53312.297,47553.668,75199.195,63831.555,94150.984,113074.11,114799.484,109791.23,123341.51,117917.26,114896.43,107934.08,135132.77,129931.26,207405.0,239420.53,180287.66,62985.523,101842.375,54360.055,72906.59,68306.03,54024.234,57294.707,88071.97,130325.95,65027.07,86348.71,127888.51,61230.637,73132.555,88384.73,140243.73,69880.55,93239.92,209047.34,91301.33,224450.44,159691.12,209679.66,191550.0,79767.92,49773.63,57483.82,68635.94,63323.82,55316.934,120041.88,303137.66,83463.06,88250.8,102847.27,130880.7,157776.58,96121.71,93449.516,119878.164,91502.99,155553.78,206850.23,158793.77,159887.34,210992.83,184371.08,187863.52,205837.89,309079.3,312614.9,73009.06,56931.805,88676.24,80457.33,117686.54,99143.234,133281.7,48288.02,59495.703,108134.97,62742.918,147894.8,233821.64,
1795,678.4767502186994,2.6141202,3312.4673,2501.7144,7966.6387,2409.8135,3959.8408,2582.42,2232.854,3060.8896,2256.9922,2551.968,3564.6155,3013.0002,3138.1501,3407.9666,2452.407,2961.3674,4481.9556,2958.8872,3010.714,3899.1501,3702.5818,4661.392,3684.575,7473.4976,2581.429,3756.5164,13511.751,1715.0532,2555.882,2385.7654,2404.5054,2390.1116,2912.2153,3580.9429,3783.0872,3317.155,2485.7756,2527.2961,3289.9587,22541.47,3633.9602,4136.558,3777.6113,7370.399,4155.3877,3295.9915,3654.1833,5119.1865,3237.6172,2703.368,2732.6636,3722.6418,2714.5195,3834.8337,4341.6567,7216.3906,3793.4392,2368.365,6593.9976,3755.4526,3528.4836,2708.9214,5653.84,7530.003,5545.0107,15695.581,5618.511,3997.1003,7620.9146,11801.596,5946.0693,4291.2866,3924.556,17834.438,6682.2505,3537.0295,4120.3594,3782.3718,3365.3464,3831.3254,3403.205,3667.906,4381.619,3230.4834,4166.3813,4579.5806,5324.324,4715.0474,
1796,686.461968635984,2.633375,4555.092,4460.9004,4572.8037,4876.284,4453.8394,6448.9634,6267.2344,5303.4697,4101.8,5473.4976,6021.758,6120.7896,6216.549,6670.7686,7670.058,7876.5,7249.748,7277.121,6711.5845,9429.399,8849.702,11960.331,12905.219,9983.882,4965.554,6889.8813,3763.6472,5381.019,4705.636,4750.7974,4430.4624,6130.605,8732.589,5292.5713,4908.851,7493.508,4553.5713,5263.5806,7453.0273,9661.869,4968.21,6995.9307,12246.845,6870.6255,13649.583,12288.248,11764.341,10908.383,5421.9634,3568.7642,4114.1406,5299.089,6753.9946,4089.5806,7049.936,29483.258,5982.2773,5491.726,7530.2363,9194.619,11896.956,6762.37,6989.2637,7884.871,6648.5796,9076.913,11103.657,9771.618,11377.03,14112.218,10981.237,10879.655,11871.578,19489.29,22079.396,5924.63,4373.3647,6119.6055,5492.0176,7705.348,6327.609,6885.3887,3870.5054,4270.2163,6808.2886,4904.5513,9289.559,14188.187,
1799,445.2943861055533,2.6299381,2599.1511,7221.4585,2372.2122,4590.84,2983.1907,15536.774,5974.3823,1916.5171,2457.1992,3826.4385,8153.1606,12891.899,4144.448,4359.044,3029.8977,2287.7695,1348.4735,4641.68,1924.6458,2538.578,2763.665,3464.6455,1301.5077,5449.6465,3618.8257,3976.8525,2561.6125,17809.67,4877.936,14180.575,34739.562,4022.035,14539.001,1951.9773,2535.3818,18304.883,1286.9946,11099.571,4447.027,2697.4387,6387.9434,3872.036,1498.5029,2235.9246,4970.5566,59316.6,15557.263,3592.5803,2008.2318,16358.868,1117.401,1554.5487,5899.1597,2534.5562,21143.635,1114.6913,3659.08,1368.7072,2807.3477,5046.967,1790.7697,6871.8794,4673.2324,9455.101,2604.8188,1867.1161,1923.704,1854.5,9184.406,2789.3782,2506.3762,5952.8843,6948.2983,1110.9187,0,8205.605,6202.2764,6821.247,6736.9614,6213.86,6227.3237,7772.0444,7029.9536,5936.1143,6180.303,6008.3027,5868.6826,6698.3936,
1800,607.3237834771439,2.6331854,30605.402,23422.363,25083.916,29823.09,27487.404,35448.316,30985.467,25159.271,24756.295,31139.459,27873.379,35963.957,41796.9,49395.383,45653.44,50888.29,46757.426,50431.91,43069.406,58720.75,52016.12,80865.52,90723.97,65385.758,27184.781,43477.188,25580.389,30313.438,27332.012,25121.104,27403.123,35411.43,50842.535,28289.04,32921.85,52588.016,27717.146,32918.695,36968.484,54266.004,30444.121,40405.844,84657.945,36645.184,84845.03,71330.44,70148.24,66162.88,33548.594,23728.951,24457.781,31086.826,29201.094,24161.059,47541.957,110935.5,33664.164,34487.805,44219.96,58602.973,60197.004,40951.73,42943.246,52058.84,34479.75,56253.156,75883.55,58556.15,64379.887,73404.77,63833.105,62990.37,79988.4,100529.44,106206.17,30178.604,23886.572,34051.54,30626.965,42387.12,39307.06,48423.88,21451.63,26363.732,41248.746,29199.59,56525.883,86025.35,
1802,672.446465421795,2.644486,15066.146,12393.895,13912.666,13866.649,12081.641,18790.158,16288.126,13118.815,12096.085,16481.793,14878.418,17670.94,22014.812,24395.053,21455.746,23885.197,21833.885,22272.912,18515.516,27235.967,23781.914,35535.227,35215.36,30418.111,13258.619,21968.854,11683.298,17536.176,14825.046,11413.73,14213.443,18594.475,27179.533,15067.663,17384.586,25141.977,14280.388,19106.162,16844.771,26506.875,15350.643,19289.223,34484.535,17614.64,36255.73,29923.963,30737.432,33145.95,15297.16,12527.821,12839.53,15544.551,13215.021,13195.731,24940.79,49491.715,15183.622,17785.555,22096.002,27505.918,32060.959,21796.61,17857.035,21469.414,18762.012,26968.516,32537.027,27386.746,29758.697,36714.78,30833.0,33978.56,33934.008,47702.72,52614.848,16104.272,15001.497,19762.684,15899.459,23887.291,18829.021,26966.96,11237.414,14187.48,23840.951,16027.946,27711.014,38523.516,
1803,355.3680324107715,2.6549654,7787.4443,5375.3115,6297.0205,8042.288,6251.5537,8222.028,8256.456,5691.645,6704.5376,8830.625,7017.4014,10301.347,11923.736,10405.721,11021.35,13855.505,13229.12,12527.5205,12986.222,14224.941,15228.813,22340.055,27003.06,20790.885,8381.217,12165.472,5616.166,6905.078,8005.454,5627.871,8297.86,9122.111,15509.297,8495.481,9566.132,14689.404,6020.601,7196.913,11023.213,15621.865,8155.1113,10356.322,19905.268,12047.639,23629.244,18687.39,19406.27,18551.506,8744.865,5071.464,6346.123,7823.926,7691.3853,6782.4595,14140.293,15132.025,10611.067,9784.155,10145.968,15710.148,17634.887,10941.034,10735.52,15933.369,9712.256,18629.543,20959.566,18011.799,18257.615,24583.377,20343.004,17989.064,22124.89,18697.463,20309.967,7895.243,6271.8687,9310.187,8160.1636,13841.076,10867.803,14468.445,5922.164,7246.5103,12387.146,8310.617,18257.143,24614.82,
1806,614.4832535997322,2.687479,3116.0713,2930.8005,3605.1702,3368.0427,3217.3801,3228.6436,3501.9802,3981.1606,3132.2402,3233.0647,3258.324,2925.9197,3561.373,3665.0205,3551.3005,4812.585,4033.0632,3521.4338,3610.4238,3877.0906,3932.5776,4392.853,3740.9016,3638.9539,2929.2825,3720.1497,3659.142,3127.6638,3547.2383,3478.0747,3230.5193,3482.008,3562.0042,3532.9768,3651.3828,3181.0007,2961.4382,3312.126,3762.5215,3960.2637,3815.2837,3095.4387,3676.7725,3747.4648,3844.892,3963.4,4333.9346,3809.0925,3225.4822,3344.047,3791.8777,3312.2346,3346.5845,3544.1372,3266.6545,16949.496,3084.3765,3652.853,3486.1528,3520.5913,3629.7603,3265.8765,3272.5208,3870.8777,3214.4355,4102.336,3628.7288,3706.969,4269.3335,4795.519,4013.0513,3770.464,3803.0254,4849.929,5947.309,3338.7227,3801.9077,3529.6418,3408.6345,3256.0664,3240.0017,3911.7625,2768.042,3502.6719,3627.325,3690.7344,4122.753,4208.221,
1810,634.4517781153131,2.6770618,2598.8577,2105.436,7487.913,1737.0992,3128.9634,1460.651,1752.8702,2968.0957,2395.8022,2157.8757,2617.0664,2718.0002,2110.8508,2349.1084,1538.2358,3133.0574,3534.7864,1891.3623,1909.1556,3283.8572,2557.653,3681.846,2217.1633,5408.877,1923.5692,3727.9858,12677.307,1985.2493,2567.2327,1787.0865,1386.9307,1843.3927,1975.5161,2962.4849,4390.541,1725.0455,2015.5796,2611.8894,2977.8892,23540.273,3470.363,5058.08,2344.325,6137.4795,2297.787,2297.0376,3218.6924,3576.243,2785.257,2515.4917,2627.6396,3370.9836,2705.8894,4248.3477,4328.0225,6171.799,3773.7515,1649.6561,9004.997,3755.0698,1844.3704,2634.1653,6454.872,7565.602,5172.129,15361.398,5013.7695,3564.7456,7870.573,11608.11,5094.9194,3938.4084,3152.34,19386.443,5365.593,5402.436,3481.768,3193.9207,3279.5735,2714.5122,2875.316,3661.8306,4163.95,3415.176,3992.006,4853.7124,4536.5327,3853.4656,
1811,298.346623179378,2.670432,26545.154,27061.82,30902.338,25669.473,24622.188,27355.05,26647.65,26066.97,26723.082,27482.645,27505.04,29095.006,26913.117,27925.932,29130.385,28182.393,26414.521,28121.78,31137.246,27563.42,28892.428,30665.406,32484.838,25156.877,20510.65,24260.584,22947.229,22247.559,22678.045,24860.537,22471.412,23152.139,24585.098,21932.895,23272.709,23510.225,23980.123,25467.719,21809.83,22590.916,22465.633,21950.938,22864.22,22574.535,26114.566,27004.01,23205.78,23159.354,22303.46,18724.96,22395.42,22241.63,21821.322,22755.744,13627.679,14864.212,22788.955,22463.252,22512.28,25140.61,23598.102,22749.777,24611.121,22104.781,24995.002,24018.143,22783.033,25007.74,21666.24,21912.18,25054.602,27107.53,24814.264,19280.088,17384.62,23670.34,22401.188,22366.143,22318.703,24053.656,24739.75,24628.252,22156.285,22675.82,23025.82,23942.309,23507.672,27732.926,
1813,607.32378784407,2.6442335,30605.402,23422.363,25083.916,29823.09,27487.404,35448.316,30985.467,25159.271,24756.295,31139.459,27873.379,35963.957,41796.9,49395.383,45653.44,50888.29,46757.426,50431.91,43069.406,58720.75,51110.598,77580.33,63042.66,63483.336,27184.781,43477.188,25580.389,30313.438,27332.012,25121.104,27403.123,35411.43,50842.535,28289.04,32921.85,52588.016,27717.146,32918.695,36968.484,53337.316,30444.121,40405.844,64344.223,36645.184,84845.03,62012.96,64682.14,61948.188,33548.594,23728.951,24457.781,31086.826,29201.094,24161.059,47541.957,84050.25,33664.164,34487.805,44219.96,58602.973,60197.004,40951.73,42943.246,52058.84,34479.75,56082.324,75883.55,58556.15,64379.887,73404.77,63499.637,62990.37,61164.84,100529.44,106206.17,30178.604,23886.572,34051.54,30626.965,42387.12,39307.06,45618.117,21451.63,26363.732,41248.746,29199.59,50888.094,78879.98,
1823,566.321424514254,2.6898568,56812.703,59853.184,77775.39,68174.586,62773.15,49736.6,56698.453,41967.668,78381.96,45031.312,58653.875,75113.414,70151.46,45351.086,40363.047,81541.09,62973.02,84584.98,103568.125,38467.254,63522.7,67091.44,92274.06,52161.418,80277.89,73326.695,68487.96,39735.574,69145.77,61552.496,55277.555,48049.71,77908.24,44692.184,66173.57,74811.14,47216.902,59756.305,61502.34,58818.133,63838.504,39588.695,47211.64,61425.242,46915.73,46015.33,42807.594,32831.535,60983.426,75437.016,63186.152,55941.38,58673.91,74615.9,71201.09,0,86964.71,54566.06,30525.266,54018.312,38938.91,93579.11,84098.84,49328.918,69507.62,54461.348,53240.58,82651.38,46350.297,24902.31,77432.016,48582.023,51721.375,0,0,60951.15,61658.617,56352.8,57762.438,58048.348,59825.656,55445.633,62956.24,67972.76,54687.223,58849.375,58274.516,45543.37,
1827,536.2833073938941,2.748772,2144.9417,0,0,0,0,5259.179,0,0,0,0,1935.2922,0,0,1194.1442,0,0,0,1717.3904,0,1494.7924,0,1278.0981,2930.8247,1079.2593,0,26299.945,0,1383.4486,0,0,1113.793,0,1252.0724,1125.0955,0,0,15855.163,0,1874.1083,1395.2616,0,1729.8678,0,0,0,1708.5951,1097.0892,2781.477,0,0,1740.19,0,1002.5607,1991.0232,0,0,0,1528.0006,1300.0,0,1832.8517,0,1581.7388,1001.0417,1225.0995,0,1259.8896,0,0,1534.8932,0,1456.4186,1699.929,0,0,1441.2949,1599.3557,1524.697,1439.8948,1686.1418,1625.0059,1577.4049,1828.3485,1173.691,1328.1392,1532.0834,1667.8794,2017.7213,
1828,544.3399788202912,2.6965885,368163.47,325075.53,444777.78,450864.9,356866.53,312286.2,343559.2,256484.88,516711.62,291812.9,353701.5,478450.12,415552.88,304316.6,255540.12,594967.94,442411.66,592028.5,779920.9,232336.28,437386.62,486383.38,764154.1,334992.47,567235.9,494237.16,467175.28,257875.7,422911.5,371624.2,343305.88,301491.9,504286.8,270450.06,427306.66,485592.56,346955.84,360171.78,424904.1,363058.12,365414.53,228720.8,320437.0,349279.47,291175.7,286507.1,282239.28,204303.66,429216.4,473212.56,398781.5,295406.88,358580.47,449305.47,486561.06,0,610169.56,327877.06,185803.03,343598.88,225468.42,572649.25,532203.56,354120.97,442444.12,401567.22,377895.8,510868.88,328964.44,145220.27,587272.1,422542.5,430467.56,0,0,508676.62,511301.34,483485.03,497307.6,445635.53,480757.4,441189.88,566828.94,521959.88,443708.2,521699.78,433605.62,406807.3,
1831,482.32384795413606,2.7008355,43307.03,33958.5,43297.496,42480.32,45911.984,42180.8,40510.285,31425.033,53448.41,35359.336,36482.6,59888.855,36431.03,42961.812,31252.498,52157.816,32698.373,44296.36,63602.805,41526.67,51172.68,32398.242,65639.74,51702.92,57710.73,67786.19,28692.66,47860.4,49202.812,19136.146,46862.11,49481.49,45572.52,48789.31,35149.395,39932.734,47735.36,37327.617,53552.277,45469.184,41182.375,32034.041,32312.773,57001.17,43921.758,31048.826,57803.984,34389.707,57283.39,40402.77,40546.62,27031.205,37277.164,71863.24,48569.16,0,74439.68,56445.934,37645.895,50172.348,36123.99,37256.47,46185.305,58626.9,48139.777,73880.65,40882.25,59374.613,48807.938,37431.48,70744.086,54561.418,49705.08,0,0,51415.465,47297.15,46985.164,46103.617,49135.035,54476.695,46643.9,47333.12,47300.54,44951.348,52518.46,52022.844,49522.52,
1832,1087.6685931139548,2.702797,8532.202,5102.243,11954.648,10478.062,8732.362,6051.344,9176.212,4588.8804,18919.549,5948.9707,6812.871,11910.698,13376.57,6289.867,4775.4233,19001.428,11124.606,17145.006,35281.94,2472.3115,10829.577,9675.08,30363.518,5770.555,16708.957,13654.734,12548.451,4415.024,13037.006,7559.4365,7159.425,4793.113,11478.305,3747.3215,10823.645,13001.197,8654.614,7774.3315,8866.342,7123.434,7463.4917,2600.339,6021.759,7866.1,4282.047,4571.0576,4306.6265,2471.0808,11972.076,10743.526,8327.523,3975.0024,7855.5103,10426.4,12077.807,0,19251.84,5542.12,2568.8975,7180.251,2036.7393,14620.486,14380.953,8944.105,10067.278,7875.5166,8501.092,12753.493,5607.019,1563.9492,17556.459,8569.032,7688.8164,0,0,11911.106,12370.373,13780.054,11931.373,8800.221,11096.291,9083.813,15576.256,14384.655,9235.95,12884.627,8398.233,7206.1206,
1835,1085.653164860791,2.7095947,11860.898,7315.07,12479.786,16702.115,10697.716,9583.457,11240.5,6655.1465,20025.383,10118.181,8937.57,15766.292,18960.56,9051.51,6313.9814,20016.11,14907.987,18141.643,26945.617,4938.951,14311.413,12419.062,25799.045,11677.669,19724.885,16061.995,15811.417,7448.944,12267.921,11151.228,13733.105,7811.207,13946.547,6390.036,16065.49,17561.719,13392.057,10841.298,13578.746,8565.013,12376.498,4712.73,9969.598,11774.329,5897.6626,6921.4756,7931.2812,4407.5986,16587.25,12099.423,10254.718,7972.8574,9145.005,10877.449,15703.168,0,19413.615,8591.18,4899.0576,12752.409,2796.6758,14831.227,17066.824,16206.533,12471.017,13344.39,9135.57,17458.943,10648.803,3353.119,19006.578,7987.5864,8081.469,0,0,9436.502,11226.641,9570.46,10808.42,9982.048,10416.378,8734.93,11938.829,11380.574,8499.615,9866.918,9690.09,7976.251,
1837,1063.6699993357313,2.7143013,45158.13,20029.236,54447.52,76202.125,37027.29,51387.938,40983.902,24193.486,105428.52,36825.293,30702.29,74158.73,109855.21,36588.707,25949.307,98931.35,61509.105,77644.55,152578.0,21289.717,60020.19,47075.395,149483.84,44643.867,100116.0,93182.3,76572.195,30006.03,56806.45,44020.89,47265.59,27998.543,60313.227,21264.098,75430.86,73785.12,59048.906,37970.73,47104.49,33433.645,62292.914,11824.1,41566.508,55724.66,23221.572,27428.86,27565.533,14708.584,78992.516,49215.996,39806.29,21477.07,34044.28,43457.445,66814.32,0,90862.234,29037.332,20990.578,52984.73,9612.428,57784.586,71801.8,80388.336,52626.043,52389.242,41009.867,69356.53,35559.64,11340.812,89300.25,51138.02,50641.05,0,0,64938.527,76304.1,60982.04,61439.562,59047.37,63489.406,61092.04,82703.36,79761.13,58907.117,70525.33,55691.863,46049.137,
1838,1001.6557470881485,2.7150857,5241.096,2297.0059,5708.046,8275.085,5157.5566,7112.166,5266.065,3228.3342,11373.229,5918.1562,5005.4336,11101.699,10191.602,6437.33,4141.915,8219.111,5821.2407,6733.0894,16638.082,5326.5386,8483.433,4751.736,14748.596,8355.183,10624.935,12747.551,5232.34,5683.3794,6705.3657,2911.8237,7230.35,5299.6704,7894.8994,4253.7256,7083.43,7445.2896,9444.877,4386.6167,7813.63,5620.355,7302.3496,1939.7764,4145.0093,9322.407,3347.2856,3440.0857,6077.3086,3799.6492,12853.327,5336.1416,4473.1,2454.528,5280.0786,8282.511,7310.054,0,12388.111,5857.333,5177.1436,8352.723,1564.1844,4810.7354,7659.5176,14158.617,6257.4976,11611.175,5368.7036,8074.425,5615.581,2578.4077,11497.603,5919.6763,6954.4697,0,0,7568.4077,8057.461,7322.1113,7591.5728,6112.5474,7712.788,7016.1875,10016.599,7984.5957,6547.559,7451.005,7409.172,7790.561,
1841,526.2924605154387,2.7191377,19726.088,16909.256,23537.305,18076.725,22847.932,8609.125,19980.209,21875.47,23024.736,27240.484,19047.305,19469.223,16259.525,18896.604,19590.377,34329.008,27560.66,23984.812,30368.129,21578.932,26056.44,21093.092,28087.271,17861.717,25567.156,23090.174,28743.943,25210.549,22898.484,32831.19,29219.559,15987.942,24160.762,24814.979,21288.91,27012.736,18678.959,29086.445,22859.037,21432.918,17751.527,21565.434,17242.93,36317.97,22732.77,35723.96,23829.842,24574.91,16583.629,22508.348,20374.244,20429.27,21659.83,28307.146,25449.299,0,23822.367,26799.633,16886.994,23526.44,18198.871,50325.715,31943.62,18060.652,25063.564,25002.541,24941.21,26368.305,22806.906,20204.89,39308.863,25856.91,25303.482,0,0,21510.488,22495.924,24483.354,24322.873,22966.422,23617.271,24037.113,22904.287,21747.287,22591.758,22491.176,24672.756,25457.076,
1842,1128.6709616281012,2.7218835,3874.5076,1618.8242,3167.1003,5215.2856,3903.5652,5499.2544,3990.5332,3061.4578,4805.0425,4761.7207,3201.099,5767.547,8260.034,5949.8887,5361.322,7414.5713,6408.2583,6947.73,6887.18,4109.225,6770.556,7789.98,12342.455,7716.1743,4880.5615,7429.636,4197.399,4073.6995,4025.9592,3659.977,4900.7324,3704.9045,5972.6733,2273.355,6158.817,7425.225,5546.584,4384.8315,5121.9556,5375.708,5979.6567,2197.796,8541.735,5679.266,3789.5051,5790.7017,6235.5103,3273.5586,7209.438,2704.0168,3385.1978,2186.8616,3095.4407,3163.2397,6325.2803,0,5753.1055,3592.5938,5322.4014,7414.6323,1702.398,4749.9985,6438.967,10436.459,5157.6533,8323.694,7084.9497,7277.6113,6598.4727,3376.9978,9354.224,6467.1396,6268.01,0,0,3658.612,3773.8127,4705.398,4269.784,5003.223,4393.88,4967.622,3945.8386,3935.593,5039.176,3037.1533,5455.852,7310.8984,
1844,590.4255353012401,2.7253559,2553.7388,3066.6558,7709.223,2330.3457,3034.5793,2060.4087,2657.3025,2565.2893,2842.0005,1992.5613,3025.703,3047.744,1988.7854,2270.7378,2346.653,2643.3733,3489.482,1771.168,2229.9248,2973.3403,2494.5435,3758.824,2999.841,6782.9893,2687.6445,2907.4722,12965.53,2324.4448,2986.571,2259.9556,1701.5743,2203.25,1828.6932,3870.5977,3657.009,2598.6838,2169.0454,3086.3777,3732.5884,23080.479,2952.962,3905.4912,2171.667,6603.819,2226.9255,2244.347,3609.5293,4651.334,2916.625,3255.469,2981.7974,3984.1504,3208.4026,4170.447,5144.4497,6765.701,3287.5388,1936.2654,6804.4155,3656.455,2403.9106,2530.4917,6211.009,7547.8853,4873.0347,15195.68,4294.0815,4167.9033,7157.9907,11406.736,5787.5337,3345.7932,3056.7598,19137.273,6695.0435,4628.6562,4868.4106,3333.6196,3083.8994,2865.821,3306.9646,3149.8806,4044.398,3019.344,3069.0608,5238.344,4922.635,4023.8853,
1845,1045.6240931201132,2.7264569,4286.007,3621.474,4959.061,5106.6675,5305.15,3035.4983,4336.953,4330.6016,7773.8833,5995.9014,3714.0195,5346.811,7259.4126,4600.0283,3649.5032,10026.03,6720.993,5911.6074,10469.3125,4928.48,6980.136,4931.0913,8678.246,5279.3335,7291.3496,6807.397,7469.5557,6083.252,7040.9316,7608.5757,8244.992,3377.7002,5902.4556,4629.1597,6886.688,7341.5757,4788.0483,6363.0537,5753.5513,4600.4854,5447.936,2554.6143,4421.1797,8296.463,3487.4917,8014.313,5815.268,4920.145,6682.15,5379.2905,4496.1704,3736.9604,4903.543,5883.894,7060.993,0,6273.3594,6451.668,4072.5806,5941.9155,2925.8015,9859.151,8999.964,6326.0137,5645.2393,6231.4307,6780.614,6913.613,4612.1406,3117.1763,10175.747,7167.3633,6331.2256,0,0,6692.1157,6962.713,5666.7056,6105.056,6115.0884,5367.2803,5177.4688,5974.397,6382.1494,5357.759,5940.6895,6636.705,5667.935,
1850,578.3922755177439,2.7337637,8663.166,4923.0,7036.2744,11997.639,8006.1953,9207.172,9188.46,5705.064,10939.376,9076.363,7279.3735,10560.356,13594.407,7813.0674,6964.495,11376.939,9967.678,10469.065,12195.406,5781.0894,10820.652,6873.704,13142.2,10568.948,11145.711,11644.819,11433.557,8943.073,9484.716,7153.075,9355.316,6626.29,8309.713,5428.836,12880.83,10995.194,12372.143,9299.0,7444.2964,7561.8125,10822.983,3435.124,9346.581,9640.912,4249.401,6612.738,6355.866,4640.014,13231.861,7901.8027,6302.48,3812.56,6595.061,6663.2197,11585.453,0,11805.863,7398.464,8412.477,10880.203,1943.0508,6556.715,10794.623,14061.868,9099.955,10081.097,8283.374,9550.24,7970.4863,4059.6765,12510.383,7238.6807,6966.2,1407.4722,1534.7725,8357.3,10421.817,7938.8296,10100.162,8920.252,7335.5376,8221.84,9616.678,11433.373,9494.817,9756.839,9275.193,8466.366,
1853,522.3458178993352,2.734889,104104.336,57643.723,97786.67,140773.86,95114.26,126705.125,108460.72,86195.67,156313.84,113939.65,82780.0,129856.43,193383.23,108077.37,92488.15,144897.72,118225.51,122913.414,181272.39,91792.07,124992.09,113939.0,185284.03,122260.37,144075.69,146673.77,128552.92,101470.66,117268.49,98619.914,112887.0,89550.07,112387.93,81083.04,140554.06,127545.445,133382.19,103403.96,109781.68,97272.98,127524.29,53638.992,110863.836,116408.71,82702.125,97829.92,102288.52,78697.945,151543.19,97021.734,86354.0,68751.42,97734.01,91028.625,130378.234,0,129807.516,90260.55,111387.45,126907.94,44101.363,100063.56,125868.9,175525.83,105834.375,124551.5,113507.33,130565.79,105240.18,75959.23,158031.4,120625.33,131119.39,0,0,134294.38,127129.79,124592.95,122712.29,121948.16,128383.28,122275.73,136768.92,132018.28,124907.09,129124.15,126301.71,125481.34,
