mz_rt,b1,b3,FC_post_div_pre,p,log2_FC_post_div_pre,neglog10p,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
652.6596_10.839,34981.29115216237,28888.3326582216,0.8258223669493077,0.00137,-0.27609660123419244,2.8632794328435933,652.6596,10.839,32171.18,652.6596_10.839,652.6596_10.839,1
661.5282_5.288,13234.887881903178,15453.579634451322,1.1676396333951486,0.00431,0.22359508643261178,2.3655227298392685,661.5282,5.288,16697.91,661.5282_5.288,661.5282_5.288,1
664.6011_11.668,50317.517974464776,62129.82206241607,1.2347553012043604,0.00211,0.3042251626866538,2.6757175447023074,664.6011,11.668,52312.95,664.6011_11.668,664.6011_11.668,1
672.3751_3.941,13710.646894753787,11694.771600091257,0.8529700815623893,0.021,-0.22943295585089007,1.6777807052660807,672.3751,3.941,13778.691,672.3751_3.941,672.3751_3.941,1
673.5905_11.756,11873.467656094172,14673.505139476616,1.2358230606662999,0.00263,0.3054721997369975,2.580044251510242,673.5905,11.756,12807.576,673.5905_11.756,673.5905_11.756,1
677.5582_5.973,17410.562500102664,23431.33408948972,1.3458114342573109,0.00356,0.42847628370800234,2.4485500020271247,677.5582,5.973,20301.262,677.5582_5.973,677.5582_5.973,1
677.5586_5.973,16426.194300624138,20120.884977440892,1.2249267608308012,0.00525,0.2926954921299418,2.279840696594043,677.5586,5.973,20404.084,677.5586_5.973,677.5586_5.973,1
690.6188_11.754,324499.45298994996,381879.8242050715,1.176827328016786,0.00163,0.23490265403077182,2.7878123955960423,690.6188,11.754,341914.12,690.6188_11.754,690.6188_11.754,1
691.5742_6.403,4522.083464871233,5558.332390333683,1.2291529852361884,0.00791,0.2976644904101062,2.1018235165023236,691.5742,6.403,5595.564,691.5742_6.403,691.5742_6.403,1
692.5581_7.191,7640.232723475513,9217.264624987061,1.206411500616458,0.0373,0.2707220868717732,1.4282911681913124,692.5581,7.191,10013.838,692.5581_7.191,692.5581_7.191,1
692.6335_11.899,51738.74382670553,66099.74083730429,1.2775675624962923,0.00114,0.3533995882282302,2.9430951486635273,692.6335,11.899,57514.188,692.6335_11.899,692.6335_11.899,1
693.6368_11.899,27759.914648104947,35172.83975067218,1.2670370279064702,9.44e-4,0.3414586864333068,3.025028005701931,693.6368,11.899,30668.17,693.6368_11.899,693.6368_11.899,1
695.5729_11.772,17773.102887773777,21223.206264565662,1.194119361069205,0.00362,0.2559470518589298,2.441291429466834,695.5729,11.772,18390.215,695.5729_11.772,695.5729_11.772,1
